platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,서비스_matched_keywords
naver,훼미리손칼국수보쌈,Y3AH,252.0,2026.03.29,1번째 방문,예약,"성수에서 15,000원에 칼국수 포함 보쌈정식이라니,, 가성비가 조아요 고기는 살코기 부분이 퍽퍽한 느낌이 있었는데 보쌈김치가 넘 맛있었어요 조금 달긴했지만 보쌈이랑 조합이 👍🏻 칼국수는 사골 베이스에 후추 맛이 많이 나는 스타일인데 깔끔하게 맛있었어요! 주말 16시 반에 방문했고, 웨이팅은 없었는데 혼자여서 합석해야 될 수도 있다고 안내 받았습니당~",197,True,,,,"성수에서 15,000원에 칼국수 포함 보쌈정식이라니,, 가성비가 조아요 고기는 살코기 부분이 퍽퍽한 느낌이 있었는데 보쌈김치가 넘 맛있었어요 조금 달긴했지만 보쌈이랑 조합이 👍🏻 칼국수는 사골 베이스에 후추 맛이 많이 나는 스타일인데 깔끔하게 맛있었어요! 주말 16시 반에 방문했고, 웨이팅은 없었는데 혼자여서 합석해야 될 수도 있다고 안내 받았습니당~",성수에서 15 000원에 칼국수 포함 보쌈정식이라니 가성비가 조아요 고기는 살코기 부분이 퍽퍽한 느낌이 있었는데 보쌈김치가 넘 맛있었어요 조금 달긴했지만 보쌈이랑 조합이 EMO_POS 칼국수는 사골 베이스에 후추 맛이 많이 나는 스타일인데 깔끔하게 맛있었어요 EXCLAM 주말 16시 반에 방문했고 웨이팅은 없었는데 혼자여서 합석해야 될 수도 있다고 안내 받았습니당,1,0,0,0,1,0,1,197,"안내, 웨이팅"
kakao,뼈탄집 성수역점,수수,1.0,2026-02-15,,,다 구워주셔서 편하게 먹을 수 있어요. 고기도 맛있구 곁들일 반찬이 많아서 좋았습니다,47,True,5.0,5.0,브론즈 레벨,다 구워주셔서 편하게 먹을 수 있어요. 고기도 맛있구 곁들일 반찬이 많아서 좋았습니다,다 구워주셔서 편하게 먹을 수 있어요 고기도 맛있구 곁들일 반찬이 많아서 좋았습니다,0,0,0,0,0,0,0,47,구워주
kakao,이태리국시 성수,박지은,1.0,2026-04-24,,,너무 분위기도좋고 친절하고 맛나요~~주차도되고 1층카페도있어서 동선도편해요!,42,True,5.0,5.0,브론즈 레벨,너무 분위기도좋고 친절하고 맛나요~~주차도되고 1층카페도있어서 동선도편해요!,너무 분위기도좋고 친절하고 맛나요 TILDE 주차도되고 1층카페도있어서 동선도편해요 EXCLAM,0,0,0,0,1,0,1,42,친절
naver,이태리국시 성수,nnnnnny71,6.0,2026.04.25,1번째 방문,영수증,"이태리국시 말만듣다가 근처온김에 운좋게 웨이팅없이 들어오게되었습니다. 식당들어오면서부터 너무맛있는냄새가 나서 기분좋게 들었고, 메뉴도 다양하게시켰는데 하나하나 맛있고 서로 잘어울려서 리프레시잘하고갑니다. 번창하세요",119,True,,,,"이태리국시 말만듣다가 근처온김에 운좋게 웨이팅없이 들어오게되었습니다. 식당들어오면서부터 너무맛있는냄새가 나서 기분좋게 들었고, 메뉴도 다양하게시켰는데 하나하나 맛있고 서로 잘어울려서 리프레시잘하고갑니다. 번창하세요",이태리국시 말만듣다가 근처온김에 운좋게 웨이팅없이 들어오게되었습니다 식당들어오면서부터 너무맛있는냄새가 나서 기분좋게 들었고 메뉴도 다양하게시켰는데 하나하나 맛있고 서로 잘어울려서 리프레시잘하고갑니다 번창하세요,0,0,0,0,0,0,0,119,웨이팅
kakao,육산장 홍대본점,따 히,1.0,2025-08-05,,,야장느낌인데도 에어컨 있어서 시원해서 좋았어요! 평일 저녁에 갔는데 생각보다 한산했고 직원분도 친절하십니다~ 고기도 정말 맛있어요~~~!!👍👍👍,80,True,5.0,5.0,브론즈 레벨,야장느낌인데도 에어컨 있어서 시원해서 좋았어요! 평일 저녁에 갔는데 생각보다 한산했고 직원분도 친절하십니다~ 고기도 정말 맛있어요~~~!!👍👍👍,야장느낌인데도 에어컨 있어서 시원해서 좋았어요 EXCLAM 평일 저녁에 갔는데 생각보다 한산했고 직원분도 친절하십니다 고기도 정말 맛있어요 TILDE EXCLAM EMO_POS EMO_POS EMO_POS,1,0,0,0,1,0,0,80,"친절, 직원"
kakao,육지,여행자,4.0,2025-09-14,,,주말에 갔다가 기분만 상하고 왔네요 반이상 테이블이 비었는데 예약후 기다리라고 해서 물어보니 고기굽는 인원이 3명이라 대기 필요하다하네요 그럴수 있다고 생각하고 30-40분 기다렸다가 입장후 고기가 아직 생으로 보이는게 있는데 본인들은 70%만 해주고 나머지는 입맛대로 하라네요 제대로 구워주지도 않을거면서 30-40분 대기는 왜 한건지 모르겠네요? 그나마 여직원이 더 구워줄라하니 남직원이 와서 하지말라고 얘기하는거 보니 대충하고 간건 티 날까봐 그런걸로 보이네요 맛은 하남이나 맛찬들이나 여기나 비슷해요 다시 갈일은 없을거 같네요,298,False,1.0,1.0,브론즈 레벨,주말에 갔다가 기분만 상하고 왔네요 반이상 테이블이 비었는데 예약후 기다리라고 해서 물어보니 고기굽는 인원이 3명이라 대기 필요하다하네요 그럴수 있다고 생각하고 30-40분 기다렸다가 입장후 고기가 아직 생으로 보이는게 있는데 본인들은 70%만 해주고 나머지는 입맛대로 하라네요 제대로 구워주지도 않을거면서 30-40분 대기는 왜 한건지 모르겠네요? 그나마 여직원이 더 구워줄라하니 남직원이 와서 하지말라고 얘기하는거 보니 대충하고 간건 티 날까봐 그런걸로 보이네요 맛은 하남이나 맛찬들이나 여기나 비슷해요 다시 갈일은 없을거 같네요,주말에 갔다가 기분만 상하고 왔네요 반이상 테이블이 비었는데 예약후 기다리라고 해서 물어보니 고기굽는 인원이 3명이라 대기 필요하다하네요 그럴수 있다고 생각하고 30 40분 기다렸다가 입장후 고기가 아직 생으로 보이는게 있는데 본인들은 70 만 해주고 나머지는 입맛대로 하라네요 제대로 구워주지도 않을거면서 30 40분 대기는 왜 한건지 모르겠네요 QUESTION 그나마 여직원이 더 구워줄라하니 남직원이 와서 하지말라고 얘기하는거 보니 대충하고 간건 티 날까봐 그런걸로 보이네요 맛은 하남이나 맛찬들이나 여기나 비슷해요 다시 갈일은 없을거 같네요,0,0,0,0,0,1,1,298,"직원, 구워주, 대기, 예약"
naver,뼈탄집 성수역점,냐옹이이구,44.0,2025.11.22,1번째 방문,영수증,삼겹살에 뼈구이에 계탄밥까지..진짜 완벽한 한 끼 식사였어요 ㅎㅎㅎ직원분이 능숙하게 고기도 잘 구워주시고 하나씩 친절하게 설명해주셔서 먹는내내 기분이 좋았습니다! 그리고 자리도 굉장히 넓고 고급스러운 분위기여서 남자친구와 둘다 넘 만족스러운 곳이었습니당ㅎㅎ,143,True,,,,삼겹살에 뼈구이에 계탄밥까지..진짜 완벽한 한 끼 식사였어요 ㅎㅎㅎ직원분이 능숙하게 고기도 잘 구워주시고 하나씩 친절하게 설명해주셔서 먹는내내 기분이 좋았습니다! 그리고 자리도 굉장히 넓고 고급스러운 분위기여서 남자친구와 둘다 넘 만족스러운 곳이었습니당ㅎㅎ,삼겹살에 뼈구이에 계탄밥까지 진짜 완벽한 한 끼 식사였어요 직원분이 능숙하게 고기도 잘 구워주시고 하나씩 친절하게 설명해주셔서 먹는내내 기분이 좋았습니다 EXCLAM 그리고 자리도 굉장히 넓고 고급스러운 분위기여서 남자친구와 둘다 넘 만족스러운 곳이었습니당,0,0,0,0,1,0,0,143,"친절, 직원, 설명, 구워주"
naver,홍대 육지,민서885,16.0,2026.04.30,1번째 방문,영수증,"로제,대성님도 다녀가신 맛집!!! 고기가 정말 오동통해서 너무 맛있었습니다 삼겹살만 먹고 가는데 다음에 오면 갈비 먹어보고 싶어요 직원분들도 너무 친절하십니다 야르",91,True,,,,"로제,대성님도 다녀가신 맛집!!! 고기가 정말 오동통해서 너무 맛있었습니다 삼겹살만 먹고 가는데 다음에 오면 갈비 먹어보고 싶어요 직원분들도 너무 친절하십니다 야르",로제 대성님도 다녀가신 맛집 EXCLAM 고기가 정말 오동통해서 너무 맛있었습니다 삼겹살만 먹고 가는데 다음에 오면 갈비 먹어보고 싶어요 직원분들도 너무 친절하십니다 야르,0,0,0,0,1,0,0,91,"친절, 직원"
kakao,능동미나리 성수점,미옥,1.0,2025-10-22,,,"웨이팅했는데 회전율 빨라서 금방 입장했어요 육회비빔밥, 미나리곰탕, 육전 이렇게 맛있게 잘 먹었습니다 다음에 또 방문할게요 잘 먹고갑니다~",77,True,5.0,5.0,브론즈 레벨,"웨이팅했는데 회전율 빨라서 금방 입장했어요 육회비빔밥, 미나리곰탕, 육전 이렇게 맛있게 잘 먹었습니다 다음에 또 방문할게요 잘 먹고갑니다~",웨이팅했는데 회전율 빨라서 금방 입장했어요 육회비빔밥 미나리곰탕 육전 이렇게 맛있게 잘 먹었습니다 다음에 또 방문할게요 잘 먹고갑니다,0,0,0,0,0,0,0,77,웨이팅
naver,장인닭갈비 홍대점,bab****,7.0,2026.02.04,1번째 방문,영수증,넘 맛있고 저렴하고 친절까지,15,True,,,,넘 맛있고 저렴하고 친절까지,넘 맛있고 저렴하고 친절까지,0,0,0,0,0,0,0,15,친절
naver,소문난성수감자탕,hap****,40.0,2026.01.01,1번째 방문,영수증,추운 새해 첫 날에 성수에 왔다 예상대로 사람들이 많다. 30분정도 웨이팅 하고 입장했습니다. 음식 맛있습니다,61,True,,,,추운 새해 첫 날에 성수에 왔다 예상대로 사람들이 많다. 30분정도 웨이팅 하고 입장했습니다. 음식 맛있습니다,추운 새해 첫 날에 성수에 왔다 예상대로 사람들이 많다 30분정도 웨이팅 하고 입장했습니다 음식 맛있습니다,0,0,0,0,0,0,1,61,웨이팅
naver,조선시대,리안147,19.0,2026.03.31,1번째 방문,영수증,기본 안주도 너무 맛있고 술이랑 안주도 너무 맛있어여!! 직원분들도 너무 친절해서 다음에 또 올게요!,56,True,,,,기본 안주도 너무 맛있고 술이랑 안주도 너무 맛있어여!! 직원분들도 너무 친절해서 다음에 또 올게요!,기본 안주도 너무 맛있고 술이랑 안주도 너무 맛있어여 EXCLAM 직원분들도 너무 친절해서 다음에 또 올게요 EXCLAM,0,0,0,0,1,0,0,56,"친절, 직원"
kakao,이태리국시 성수,챨옥슈슈,1.0,2026-04-25,,,한우곱창 파스타 깔끔하고 맛있어요! 뇨끼는 조금 느끼해서 꼭 깔끔한 거 같이 드세요! 분위기 좋고 직원분들이 엄청 친절하셔서 좋습니당 테이블끼리 간격도 너무 좁지 않아서 얘기하기 좋아요😀,104,True,4.0,4.0,브론즈 레벨,한우곱창 파스타 깔끔하고 맛있어요! 뇨끼는 조금 느끼해서 꼭 깔끔한 거 같이 드세요! 분위기 좋고 직원분들이 엄청 친절하셔서 좋습니당 테이블끼리 간격도 너무 좁지 않아서 얘기하기 좋아요😀,한우곱창 파스타 깔끔하고 맛있어요 EXCLAM 뇨끼는 조금 느끼해서 꼭 깔끔한 거 같이 드세요 EXCLAM 분위기 좋고 직원분들이 엄청 친절하셔서 좋습니당 테이블끼리 간격도 너무 좁지 않아서 얘기하기 좋아요 EMO_POS,1,0,0,0,1,0,0,104,"친절, 직원"
kakao,뼈탄집 성수역점,하늘에구름이둥둥,11.0,2025-11-30,,,고기가 밋있는집으로 신선한 고기맛에 반했답니다. 쫄깃한 삼겹살 목살까지 아주 맛있게 잘먹었답니다. 친철하시고 고기도 구워주는집이에요. 부담없이 친구들과 함께 와서 먹기좋은 고기집. 다음에 또뵈요ㅎㅎ,110,True,5.0,5.0,실버 레벨,고기가 밋있는집으로 신선한 고기맛에 반했답니다. 쫄깃한 삼겹살 목살까지 아주 맛있게 잘먹었답니다. 친철하시고 고기도 구워주는집이에요. 부담없이 친구들과 함께 와서 먹기좋은 고기집. 다음에 또뵈요ㅎㅎ,고기가 밋있는집으로 신선한 고기맛에 반했답니다 쫄깃한 삼겹살 목살까지 아주 맛있게 잘먹었답니다 친철하시고 고기도 구워주는집이에요 부담없이 친구들과 함께 와서 먹기좋은 고기집 다음에 또뵈요,0,0,0,0,0,0,0,110,구워주
kakao,육지,문준호,1.0,2025-07-19,,,여기는 고기 구워주고 맛도 좋고 친절하기까지~ 합정 오면 꼭 들러보세요~~별5개추천입니다~!!,52,True,5.0,5.0,브론즈 레벨,여기는 고기 구워주고 맛도 좋고 친절하기까지~ 합정 오면 꼭 들러보세요~~별5개추천입니다~!!,여기는 고기 구워주고 맛도 좋고 친절하기까지 합정 오면 꼭 들러보세요 TILDE 별5개추천입니다 EXCLAM,0,0,0,0,1,0,1,52,"친절, 구워주"
naver,락희옥 마포본점,똑편언니,143.0,2025.07.29,1번째 방문,영수증,여행중에 유명한 곳이라 꼭 오고 싶었던 곳이에요 아이들을 데리고 다니다보니 정신없이 다니다 예약 없이 들어왔는데 정말 친절하게 맞아주시고 음식과 술 모든 부분에 대해서 상세히 안내해주셨어요 여느 호텔에가도 이런 느낌을 느낄 수 있을까요 마음가득히 감사한 기분입니다 진수성찬 대접받고 가요,160,True,,,,여행중에 유명한 곳이라 꼭 오고 싶었던 곳이에요 아이들을 데리고 다니다보니 정신없이 다니다 예약 없이 들어왔는데 정말 친절하게 맞아주시고 음식과 술 모든 부분에 대해서 상세히 안내해주셨어요 여느 호텔에가도 이런 느낌을 느낄 수 있을까요 마음가득히 감사한 기분입니다 진수성찬 대접받고 가요,여행중에 유명한 곳이라 꼭 오고 싶었던 곳이에요 아이들을 데리고 다니다보니 정신없이 다니다 예약 없이 들어왔는데 정말 친절하게 맞아주시고 음식과 술 모든 부분에 대해서 상세히 안내해주셨어요 여느 호텔에가도 이런 느낌을 느낄 수 있을까요 마음가득히 감사한 기분입니다 진수성찬 대접받고 가요,0,0,0,0,0,0,0,160,"친절, 안내, 예약"
kakao,육산장 홍대본점,박순현,5.0,2025-04-27,,,"고기가 너무 먹고 싶어서 홍대본점 육산장에 다녀왔습니다. 입구에 들어서자마자 고기 굽는 고소한 냄새에 기대감이 한껏 올라갔어요. 저는 삼겹살과 목살을 주문했는데요, 직원분께서 친절하게 추천도 해주시고, 고기도 직접 구워주셔서 정말 편하게 먹을 수 있었습니다. 삼겹살은 겉은 바삭하고 속은 촉촉해서 식감이 정말 좋았고, 목살은 육즙이 살아 있어서 씹을 때마다 고소한 풍미가 가득 퍼졌어요. 소금에만 살짝 찍어 먹어도 고기 본연의 맛이 느껴져서 너무 만족스러웠습니다.",259,True,5.0,5.0,브론즈 레벨,"고기가 너무 먹고 싶어서 홍대본점 육산장에 다녀왔습니다. 입구에 들어서자마자 고기 굽는 고소한 냄새에 기대감이 한껏 올라갔어요. 저는 삼겹살과 목살을 주문했는데요, 직원분께서 친절하게 추천도 해주시고, 고기도 직접 구워주셔서 정말 편하게 먹을 수 있었습니다. 삼겹살은 겉은 바삭하고 속은 촉촉해서 식감이 정말 좋았고, 목살은 육즙이 살아 있어서 씹을 때마다 고소한 풍미가 가득 퍼졌어요. 소금에만 살짝 찍어 먹어도 고기 본연의 맛이 느껴져서 너무 만족스러웠습니다.",고기가 너무 먹고 싶어서 홍대본점 육산장에 다녀왔습니다 입구에 들어서자마자 고기 굽는 고소한 냄새에 기대감이 한껏 올라갔어요 저는 삼겹살과 목살을 주문했는데요 직원분께서 친절하게 추천도 해주시고 고기도 직접 구워주셔서 정말 편하게 먹을 수 있었습니다 삼겹살은 겉은 바삭하고 속은 촉촉해서 식감이 정말 좋았고 목살은 육즙이 살아 있어서 씹을 때마다 고소한 풍미가 가득 퍼졌어요 소금에만 살짝 찍어 먹어도 고기 본연의 맛이 느껴져서 너무 만족스러웠습니다,0,0,0,0,0,0,0,259,"친절, 직원, 주문, 구워주"
naver,각시보쌈,오산철인,7.0,2025.08.04,1번째 방문,영수증,브레이크타임 전에 들어가서 대기별로없이 맛있게 잘먹었습니다. 키크고 연예인 닮은 언니 넘 친절하셔서 기분좋았네요. 또 방문할께요~~~,74,False,,,,브레이크타임 전에 들어가서 대기별로없이 맛있게 잘먹었습니다. 키크고 연예인 닮은 언니 넘 친절하셔서 기분좋았네요. 또 방문할께요~~~,브레이크타임 전에 들어가서 대기별로없이 맛있게 잘먹었습니다 키크고 연예인 닮은 언니 넘 친절하셔서 기분좋았네요 또 방문할께요 TILDE,0,0,0,0,0,0,0,74,"친절, 대기"
naver,소문난성수감자탕,용흥동보스,661.0,2025.11.17,1번째 방문,영수증,줄 서는 유명한집!! 맛집까진.... 하지만 다들 바쁜데 친절 하심.. 웨이팅이 장난 아닌데..유명세가 한몫..^^ 하지만 사람들이 붐비는덴 분명 이유가 있음.. 단지 그 이율 몬 찾았을뿐...ㅋ,109,True,,,,줄 서는 유명한집!! 맛집까진.... 하지만 다들 바쁜데 친절 하심.. 웨이팅이 장난 아닌데..유명세가 한몫..^^ 하지만 사람들이 붐비는덴 분명 이유가 있음.. 단지 그 이율 몬 찾았을뿐...ㅋ,줄 서는 유명한집 EXCLAM 맛집까진 하지만 다들 바쁜데 친절 하심 웨이팅이 장난 아닌데 유명세가 한몫 하지만 사람들이 붐비는덴 분명 이유가 있음 단지 그 이율 몬 찾았을뿐,0,0,0,0,1,0,0,109,"친절, 웨이팅"
