platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,가격_matched_keywords
naver,각시보쌈,x괴도감자x,559.0,2026.03.10,3번째 방문,영수증,포장해서만 먹다가 드디어 점심에 방문해서 정식을 먹어봤습니다. 정말 가성비 짱!!!! 수육은 당연히 맛있구요. 김치찌개도 넘 맛있어요. 김치찌개만 있어도 공기밥 뚝딱인데 수육까지ㅠㅠ 너무 맛있어서 감동입니다. 잘먹었어요. 와이프가 또 오자고 하네요ㅎㅎㅎ,141,True,,,,포장해서만 먹다가 드디어 점심에 방문해서 정식을 먹어봤습니다. 정말 가성비 짱!!!! 수육은 당연히 맛있구요. 김치찌개도 넘 맛있어요. 김치찌개만 있어도 공기밥 뚝딱인데 수육까지ㅠㅠ 너무 맛있어서 감동입니다. 잘먹었어요. 와이프가 또 오자고 하네요ㅎㅎㅎ,포장해서만 먹다가 드디어 점심에 방문해서 정식을 먹어봤습니다 정말 가성비 짱 EXCLAM 수육은 당연히 맛있구요 김치찌개도 넘 맛있어요 김치찌개만 있어도 공기밥 뚝딱인데 수육까지 너무 맛있어서 감동입니다 잘먹었어요 와이프가 또 오자고 하네요,0,0,0,1,1,0,0,141,가성비
kakao,육지,😇,203.0,2025-12-09,,,"식당은 근본적으로 음식을 먹는 공간이잖아요 ? 음식에 대한 고민은 하셨겠지만 공간은 꽤 아쉬웠습니다,, 일요일이라 만석이었습니다만 매장 내부 너무 시끄러워서 대화가 힘겨워요 음악에 춤을 춘다거나 경기를 응원하는 곳이 아니잖아요 ? 맛있는 음식 먹으면서 대화를 편하게 나눌 수 있어야죠. 목에 힘주고 큰소리 대화 하는데 음식을 맛있게 넘어갈 수 없으니까요. 더군다나 (정신없는 환경 탓이겠지만) 직원 실수가 잦고 서비스가 떨어지더라구요. 깔끔한? 느낌을 주고 건축비를 최소화하기 위해 건축마감을 안하는게 추세이나 이런 인테리어는 소리 반사율이 높아 내부가 쉽게 시끄러워집니다. 무튼 제가 리뷰 길게 남겨본 적이 첨인데 사장님 글이 보이길래 피드백이 될것같아 적어봅니다 번창하시길",378,True,1.0,4.0,골드 레벨,"식당은 근본적으로 음식을 먹는 공간이잖아요 ? 음식에 대한 고민은 하셨겠지만 공간은 꽤 아쉬웠습니다,, 일요일이라 만석이었습니다만 매장 내부 너무 시끄러워서 대화가 힘겨워요 음악에 춤을 춘다거나 경기를 응원하는 곳이 아니잖아요 ? 맛있는 음식 먹으면서 대화를 편하게 나눌 수 있어야죠. 목에 힘주고 큰소리 대화 하는데 음식을 맛있게 넘어갈 수 없으니까요. 더군다나 (정신없는 환경 탓이겠지만) 직원 실수가 잦고 서비스가 떨어지더라구요. 깔끔한? 느낌을 주고 건축비를 최소화하기 위해 건축마감을 안하는게 추세이나 이런 인테리어는 소리 반사율이 높아 내부가 쉽게 시끄러워집니다. 무튼 제가 리뷰 길게 남겨본 적이 첨인데 사장님 글이 보이길래 피드백이 될것같아 적어봅니다 번창하시길",식당은 근본적으로 음식을 먹는 공간이잖아요 QUESTION 음식에 대한 고민은 하셨겠지만 공간은 꽤 아쉬웠습니다 일요일이라 만석이었습니다만 매장 내부 너무 시끄러워서 대화가 힘겨워요 음악에 춤을 춘다거나 경기를 응원하는 곳이 아니잖아요 QUESTION 맛있는 음식 먹으면서 대화를 편하게 나눌 수 있어야죠 목에 힘주고 큰소리 대화 하는데 음식을 맛있게 넘어갈 수 없으니까요 더군다나 정신없는 환경 탓이겠지만 직원 실수가 잦고 서비스가 떨어지더라구요 깔끔한 QUESTION 느낌을 주고 건축비를 최소화하기 위해 건축마감을 안하는게 추세이나 이런 인테리어는 소리 반사율이 높아 내부가 쉽게 시끄러워집니다 무튼 제가 리뷰 길게 남겨본 적이 첨인데 사장님 글이 보이길래 피드백이 될것같아 적어봅니다 번창하시길,0,0,0,0,0,1,0,378,원
naver,홍대 육지,mmmmxxi,29.0,2026.04.23,1번째 방문,영수증,지인추천으로 왔는데 너무너무 맛있어요! 고기질도 너무 좋고.. 삼겹살인데 사르르 녹아요ㅠ... 진심 계란찜 제발 시켜주세요ㅠㅠ 보통 고깃집 다 덥고 그런데 여긴 심지어 시원해서 맛도리로 즐길 수 있는 곳.... 왜 유명한지 알꺼같아요..💗,133,True,,,,지인추천으로 왔는데 너무너무 맛있어요! 고기질도 너무 좋고.. 삼겹살인데 사르르 녹아요ㅠ... 진심 계란찜 제발 시켜주세요ㅠㅠ 보통 고깃집 다 덥고 그런데 여긴 심지어 시원해서 맛도리로 즐길 수 있는 곳.... 왜 유명한지 알꺼같아요..💗,지인추천으로 왔는데 너무너무 맛있어요 EXCLAM 고기질도 너무 좋고 삼겹살인데 사르르 녹아요 진심 계란찜 제발 시켜주세요 보통 고깃집 다 덥고 그런데 여긴 심지어 시원해서 맛도리로 즐길 수 있는 곳 왜 유명한지 알꺼같아요 EMO_POS,1,0,0,1,1,0,0,133,원
naver,홍대 육지,솔솔3466,23.0,2026.04.18,1번째 방문,예약,고기 상태가 좋아서 첫입부터 만족스러웠어요. 직원분들도 친절하시고 응대가 편해서 식사하는 내내 부담이 없었습니다. 매장 분위기도 깔끔하고 널찍해서 더 편하게 머물 수 있습니다. 같이 나오는 메뉴들이랑 조합도 좋아서 전체적으로 만족도가 높았습니다! 🙂 홍대에서 고기 먹고 싶을 때 다시 생각날 것 같은 곳이에요.,173,True,,,,고기 상태가 좋아서 첫입부터 만족스러웠어요. 직원분들도 친절하시고 응대가 편해서 식사하는 내내 부담이 없었습니다. 매장 분위기도 깔끔하고 널찍해서 더 편하게 머물 수 있습니다. 같이 나오는 메뉴들이랑 조합도 좋아서 전체적으로 만족도가 높았습니다! 🙂 홍대에서 고기 먹고 싶을 때 다시 생각날 것 같은 곳이에요.,고기 상태가 좋아서 첫입부터 만족스러웠어요 직원분들도 친절하시고 응대가 편해서 식사하는 내내 부담이 없었습니다 매장 분위기도 깔끔하고 널찍해서 더 편하게 머물 수 있습니다 같이 나오는 메뉴들이랑 조합도 좋아서 전체적으로 만족도가 높았습니다 EXCLAM EMO_POS 홍대에서 고기 먹고 싶을 때 다시 생각날 것 같은 곳이에요,1,0,0,0,1,0,0,173,원
naver,보끔당 성수점,꾼지63,29.0,2026.04.25,1번째 방문,영수증,닭볶음탕 맛집이에요 너무 맛있습니다!! 재방문 의사 있고요 직원분들도 너무 친절하십니다!,49,False,,,,닭볶음탕 맛집이에요 너무 맛있습니다!! 재방문 의사 있고요 직원분들도 너무 친절하십니다!,닭볶음탕 맛집이에요 너무 맛있습니다 EXCLAM 재방문 의사 있고요 직원분들도 너무 친절하십니다 EXCLAM,0,0,0,0,1,0,0,49,원
naver,소문난성수감자탕,싼퉁스,500.0,2026.02.26,1번째 방문,영수증,주차는 본관 옆에 타워주차장이 있어서 편해요… 맛은 특별함은 없고 우리가 생각하는 감자탕인데 덜 자극적인… 뼈에 붙어있는 살코기도 좀 작고 양이 그렇게 푸짐하진않아요 한가지 좋은건 수제비 사리를 주문하면 직원분이 반죽을 직접 뜯어서 넣어주는건 좋더라구요,141,True,,,,주차는 본관 옆에 타워주차장이 있어서 편해요… 맛은 특별함은 없고 우리가 생각하는 감자탕인데 덜 자극적인… 뼈에 붙어있는 살코기도 좀 작고 양이 그렇게 푸짐하진않아요 한가지 좋은건 수제비 사리를 주문하면 직원분이 반죽을 직접 뜯어서 넣어주는건 좋더라구요,주차는 본관 옆에 타워주차장이 있어서 편해요 맛은 특별함은 없고 우리가 생각하는 감자탕인데 덜 자극적인 뼈에 붙어있는 살코기도 좀 작고 양이 그렇게 푸짐하진않아요 한가지 좋은건 수제비 사리를 주문하면 직원분이 반죽을 직접 뜯어서 넣어주는건 좋더라구요,0,0,0,0,0,0,0,141,원
naver,락희옥 마포본점,뉠릴리야,312.0,2025.10.31,1번째 방문,영수증,김치말이 국수 너무 깔끔하고 맛있어요! 김치메밀전병도 바삭하니 너무 맛있었습니다🥹 직원분들도 친절하시고 강추합니다👍,64,True,,,,김치말이 국수 너무 깔끔하고 맛있어요! 김치메밀전병도 바삭하니 너무 맛있었습니다🥹 직원분들도 친절하시고 강추합니다👍,김치말이 국수 너무 깔끔하고 맛있어요 EXCLAM 김치메밀전병도 바삭하니 너무 맛있었습니다 직원분들도 친절하시고 강추합니다 EMO_POS,1,0,0,0,1,0,0,64,원
naver,홍대 육지,꼬미151,34.0,2026.03.25,1번째 방문,영수증,고기도 다 구워주시고 고기도 너무 맛있어요 ㅎㅎㅎ 직원분들도 다 너무 친절하시고 너무 잘 구우세요!!👍🏻👍🏻 또 올게요~~,68,True,,,,고기도 다 구워주시고 고기도 너무 맛있어요 ㅎㅎㅎ 직원분들도 다 너무 친절하시고 너무 잘 구우세요!!👍🏻👍🏻 또 올게요~~,고기도 다 구워주시고 고기도 너무 맛있어요 직원분들도 다 너무 친절하시고 너무 잘 구우세요 EXCLAM EMO_POS EMO_POS 또 올게요 TILDE,1,0,0,0,1,0,0,68,원
kakao,뼈탄집 성수역점,반짝반짝인디쏘잉,1.0,2026-01-04,,,두툼힌 고기에 부드러운 육질에 맛있는 간장소스 상추무침 등 가족나들이로 정말 맛있게 외식했어요 직원분들이 친절하게 구워주셔서 편하고 대접받은 휼룡한 식사였어요~~♡♡♡,93,True,2.0,2.0,브론즈 레벨,두툼힌 고기에 부드러운 육질에 맛있는 간장소스 상추무침 등 가족나들이로 정말 맛있게 외식했어요 직원분들이 친절하게 구워주셔서 편하고 대접받은 휼룡한 식사였어요~~♡♡♡,두툼힌 고기에 부드러운 육질에 맛있는 간장소스 상추무침 등 가족나들이로 정말 맛있게 외식했어요 직원분들이 친절하게 구워주셔서 편하고 대접받은 휼룡한 식사였어요 TILDE EMO_POS EMO_POS EMO_POS,1,0,0,0,0,0,0,93,원
kakao,각시보쌈,입 짧은 사람,98.0,2025-02-17,,,사람 많고 연령대가 높다.. 낮부터 술취하신 분 잔뜩... 나한테 삿대질하며 쟤가 시킨거랑 똑같이 달라하는 어르신부터 나랑 반찬 공유하는 날파리까지.. 그리고 더워도 너무 더운 내부에 환기도 안해서 답답하니 얇은 니트 하나만 입어도 식사 내내 땀 나서 도망치듯 나왔다. 수육은 잡내 안나고 맛있는데 찌개는 참치김치찌개라서 쿰쿰하고 비린 맛에 한 입도 못 먹었다. 수육세트 점심에 저렴하게 먹고 싶다면 나쁘지 않다.,231,False,2.0,3.2,골드 레벨,사람 많고 연령대가 높다.. 낮부터 술취하신 분 잔뜩... 나한테 삿대질하며 쟤가 시킨거랑 똑같이 달라하는 어르신부터 나랑 반찬 공유하는 날파리까지.. 그리고 더워도 너무 더운 내부에 환기도 안해서 답답하니 얇은 니트 하나만 입어도 식사 내내 땀 나서 도망치듯 나왔다. 수육은 잡내 안나고 맛있는데 찌개는 참치김치찌개라서 쿰쿰하고 비린 맛에 한 입도 못 먹었다. 수육세트 점심에 저렴하게 먹고 싶다면 나쁘지 않다.,사람 많고 연령대가 높다 낮부터 술취하신 분 잔뜩 나한테 삿대질하며 쟤가 시킨거랑 똑같이 달라하는 어르신부터 나랑 반찬 공유하는 날파리까지 그리고 더워도 너무 더운 내부에 환기도 안해서 답답하니 얇은 니트 하나만 입어도 식사 내내 땀 나서 도망치듯 나왔다 수육은 잡내 안나고 맛있는데 찌개는 참치김치찌개라서 쿰쿰하고 비린 맛에 한 입도 못 먹었다 수육세트 점심에 저렴하게 먹고 싶다면 나쁘지 않다,0,0,0,0,0,0,0,231,저렴
naver,보끔당 성수점,silversol,27.0,2026.03.20,1번째 방문,영수증,"지난번에 기본 먹어보고 너무 맛있게 먹었어서 이번엔 묵은지 닭볶음탕 먹으러 왔어요! 이달의 메뉴 할인으로 할인도 받아서 최고,, 보끔당 떡은 무조건.. 추가하세여..",92,True,,,,"지난번에 기본 먹어보고 너무 맛있게 먹었어서 이번엔 묵은지 닭볶음탕 먹으러 왔어요! 이달의 메뉴 할인으로 할인도 받아서 최고,, 보끔당 떡은 무조건.. 추가하세여..",지난번에 기본 먹어보고 너무 맛있게 먹었어서 이번엔 묵은지 닭볶음탕 먹으러 왔어요 EXCLAM 이달의 메뉴 할인으로 할인도 받아서 최고 보끔당 떡은 무조건 추가하세여,0,0,0,0,1,0,0,92,할인
kakao,락희옥 마포본점,지지,3.0,2025-02-06,,,"가격대는 좀 나가지만, 맛이 모두 훌륭합니다.. 그리고 모든 직원들이 정말 친절해서 너무 기분이 좋았어요 재방문 의사 10000%",72,True,5.0,3.7,브론즈 레벨,"가격대는 좀 나가지만, 맛이 모두 훌륭합니다.. 그리고 모든 직원들이 정말 친절해서 너무 기분이 좋았어요 재방문 의사 10000%",가격대는 좀 나가지만 맛이 모두 훌륭합니다 그리고 모든 직원들이 정말 친절해서 너무 기분이 좋았어요 재방문 의사 10000,0,0,0,0,0,0,1,72,"가격, 원, 가격대"
naver,금금 성수점,냠냐ㅁㅁ,23.0,2026.03.03,1번째 방문,영수증,묵은지 참치말이 보리된장국수 문어간장비빔밥 먹엇어요!! 제 원픽은 보리된장국수💗 다른것도 맛잇는데 입맛에 제일 맛잇는건 국수엿어요 사장님도 친절하시고 너무 맛잇게 잘먹엇습니다😊,98,True,,,,묵은지 참치말이 보리된장국수 문어간장비빔밥 먹엇어요!! 제 원픽은 보리된장국수💗 다른것도 맛잇는데 입맛에 제일 맛잇는건 국수엿어요 사장님도 친절하시고 너무 맛잇게 잘먹엇습니다😊,묵은지 참치말이 보리된장국수 문어간장비빔밥 먹엇어요 EXCLAM 제 원픽은 보리된장국수 EMO_POS 다른것도 맛잇는데 입맛에 제일 맛잇는건 국수엿어요 사장님도 친절하시고 너무 맛잇게 잘먹엇습니다 EMO_POS,1,0,0,0,1,0,0,98,원
kakao,뼈탄집 성수역점,불주먹,12.0,2025-12-23,,,저희 들어오자마자 만석됐어요 그만큼 존맛탱 고깃집 원탑,30,True,5.0,5.0,실버 레벨,저희 들어오자마자 만석됐어요 그만큼 존맛탱 고깃집 원탑,저희 들어오자마자 만석됐어요 그만큼 존맛탱 고깃집 원탑,0,0,0,0,0,0,0,30,원
naver,뼈탄집 성수역점,잔차등교,10.0,2025.12.25,1번째 방문,영수증,동네에서 지나다니기만 하다가 처음으로 뼈탄집에 와봤는데 고기가 맛있습니다 가격대비 양은 조금 적지만 시그니처 뼈탄삼겹살을 먹었는데 구워주시는 정도와 고기 퀄리티가 앚 좋았습니다 다음에 또 와서 다른 메뉴도 먹어보고 싶습니다,124,True,,,,동네에서 지나다니기만 하다가 처음으로 뼈탄집에 와봤는데 고기가 맛있습니다 가격대비 양은 조금 적지만 시그니처 뼈탄삼겹살을 먹었는데 구워주시는 정도와 고기 퀄리티가 앚 좋았습니다 다음에 또 와서 다른 메뉴도 먹어보고 싶습니다,동네에서 지나다니기만 하다가 처음으로 뼈탄집에 와봤는데 고기가 맛있습니다 가격대비 양은 조금 적지만 시그니처 뼈탄삼겹살을 먹었는데 구워주시는 정도와 고기 퀄리티가 앚 좋았습니다 다음에 또 와서 다른 메뉴도 먹어보고 싶습니다,0,0,0,0,0,0,0,124,"가격, 가격대"
naver,옥동식,요망진어멍,273.0,2026.03.14,1번째 방문,영수증,음 2시간 대기하고 2번으로 착석함 원래 돼지국밥 종류 잘먹지못함 냄새에 민감해서 돼지 특유의 누린내가 남 앞다리살로 얇게 썬 고기와 국밥은 특유의 냄새로 인해 국물은 전혀 못먹음 국물에 기름이 떠있어서 느끼함 미지근해서 느끼함 부산에서 먹은 정짓간을 다시 가고싶었다 미슐랭은 나랑 거리가 멀다ㅠ,165,True,,,,음 2시간 대기하고 2번으로 착석함 원래 돼지국밥 종류 잘먹지못함 냄새에 민감해서 돼지 특유의 누린내가 남 앞다리살로 얇게 썬 고기와 국밥은 특유의 냄새로 인해 국물은 전혀 못먹음 국물에 기름이 떠있어서 느끼함 미지근해서 느끼함 부산에서 먹은 정짓간을 다시 가고싶었다 미슐랭은 나랑 거리가 멀다ㅠ,음 2시간 대기하고 2번으로 착석함 원래 돼지국밥 종류 잘먹지못함 냄새에 민감해서 돼지 특유의 누린내가 남 앞다리살로 얇게 썬 고기와 국밥은 특유의 냄새로 인해 국물은 전혀 못먹음 국물에 기름이 떠있어서 느끼함 미지근해서 느끼함 부산에서 먹은 정짓간을 다시 가고싶었다 미슐랭은 나랑 거리가 멀다,0,0,0,0,0,0,1,165,원
naver,보끔당 성수점,xaxaxa,44.0,2025.12.30,2번째 방문,영수증,저번에 친구랑 왔다가 맛있게 먹어서 한 번 더 왔어요 ㅎㅎ 이번엔 묵은지 들어간거 먹었는데 얼큰하고 간도 딱 좋아서 저번보다 더 맛있게 먹었어요!! 얼큰하고 뜨끈해서 요즘 같은 날씨에 먹기 딱 좋은 음식이에요😖 직원분들도 친절하시고 올때마다 만족스러워거 다음에 또 올게요:),153,True,,,,저번에 친구랑 왔다가 맛있게 먹어서 한 번 더 왔어요 ㅎㅎ 이번엔 묵은지 들어간거 먹었는데 얼큰하고 간도 딱 좋아서 저번보다 더 맛있게 먹었어요!! 얼큰하고 뜨끈해서 요즘 같은 날씨에 먹기 딱 좋은 음식이에요😖 직원분들도 친절하시고 올때마다 만족스러워거 다음에 또 올게요:),저번에 친구랑 왔다가 맛있게 먹어서 한 번 더 왔어요 이번엔 묵은지 들어간거 먹었는데 얼큰하고 간도 딱 좋아서 저번보다 더 맛있게 먹었어요 EXCLAM 얼큰하고 뜨끈해서 요즘 같은 날씨에 먹기 딱 좋은 음식이에요 직원분들도 친절하시고 올때마다 만족스러워거 다음에 또 올게요,0,0,0,0,1,0,0,153,원
naver,조선시대,천학관,14.0,2026.01.30,1번째 방문,영수증,술 종류가 다양하구 안주 퀄리티가 대박이에요ㅋㅋㅋ 글구 테이블 오더기로 다른 테이블랑 겜도 할 수 있어서 넘 재밌어요!! 게임에 이겨서 코인을 얻으면 1000원씩 할인도 해주는게 너무 재밌게 잘만든거같애욯ㅎㅎㅎ,117,True,,,,술 종류가 다양하구 안주 퀄리티가 대박이에요ㅋㅋㅋ 글구 테이블 오더기로 다른 테이블랑 겜도 할 수 있어서 넘 재밌어요!! 게임에 이겨서 코인을 얻으면 1000원씩 할인도 해주는게 너무 재밌게 잘만든거같애욯ㅎㅎㅎ,술 종류가 다양하구 안주 퀄리티가 대박이에요 글구 테이블 오더기로 다른 테이블랑 겜도 할 수 있어서 넘 재밌어요 EXCLAM 게임에 이겨서 코인을 얻으면 1000원씩 할인도 해주는게 너무 재밌게 잘만든거같애욯,0,0,0,0,1,0,1,117,"원, 할인"
kakao,을밀대 본점,K-리뷰어,340.0,2026-05-02,,,인생 두번째 평양냉면으로 첫평냉집이 너무 맛집이었어서 그랬는지 ₩16000 같은 가격에 첫평냉집은 특별하기도 하고 대만족이었는데 을밀대는 같은 가격에 평범하고 그저 그랬어요. 평냉답게 슴슴하고 크게 특별한 것은 없었고 고기나 서비스나 여러모로 옛날집같고 평범하게 느껴진..! 주말 오후3시 방문. 줄은 좀 길었고 항상 긴것 같아요! 이 가격에 재방문은 굳이 안할것 같긴 한ㅎ..,211,True,2.0,4.1,골드 레벨,인생 두번째 평양냉면으로 첫평냉집이 너무 맛집이었어서 그랬는지 ₩16000 같은 가격에 첫평냉집은 특별하기도 하고 대만족이었는데 을밀대는 같은 가격에 평범하고 그저 그랬어요. 평냉답게 슴슴하고 크게 특별한 것은 없었고 고기나 서비스나 여러모로 옛날집같고 평범하게 느껴진..! 주말 오후3시 방문. 줄은 좀 길었고 항상 긴것 같아요! 이 가격에 재방문은 굳이 안할것 같긴 한ㅎ..,인생 두번째 평양냉면으로 첫평냉집이 너무 맛집이었어서 그랬는지 16000 같은 가격에 첫평냉집은 특별하기도 하고 대만족이었는데 을밀대는 같은 가격에 평범하고 그저 그랬어요 평냉답게 슴슴하고 크게 특별한 것은 없었고 고기나 서비스나 여러모로 옛날집같고 평범하게 느껴진 EXCLAM 주말 오후3시 방문 줄은 좀 길었고 항상 긴것 같아요 EXCLAM 이 가격에 재방문은 굳이 안할것 같긴 한,0,0,0,0,1,0,1,211,가격
naver,마포양지설렁탕,Eric9899,669.0,2025.03.10,1번째 방문,예약,맛이 없진 않다 하지만 기대가 컸던 탓인가? 아님 설렁탕이 가지고 있는 한계 때문일까? 깍두기는 달고 배추김치는 덜 익었고 가격은 착하지 않고 주차공간은 부족하고 다음에 기회가 된다면 다시 방문하겠지만 한동안은 갈 일이 없을듯 하다,129,True,,,,맛이 없진 않다 하지만 기대가 컸던 탓인가? 아님 설렁탕이 가지고 있는 한계 때문일까? 깍두기는 달고 배추김치는 덜 익었고 가격은 착하지 않고 주차공간은 부족하고 다음에 기회가 된다면 다시 방문하겠지만 한동안은 갈 일이 없을듯 하다,맛이 없진 않다 하지만 기대가 컸던 탓인가 QUESTION 아님 설렁탕이 가지고 있는 한계 때문일까 QUESTION 깍두기는 달고 배추김치는 덜 익었고 가격은 착하지 않고 주차공간은 부족하고 다음에 기회가 된다면 다시 방문하겠지만 한동안은 갈 일이 없을듯 하다,0,0,0,0,0,1,0,129,가격
naver,옥동식,먹죽귀,3548.0,2025.01.12,2번째 방문,영수증,마포 합정역에 위치한 빕그루망 옥동식 다녀왔어요 원격 테이블링을 안 하고 방문했더니 웨이팅이 있어 30분 정도 기다렸습니다 특히 일요일은 주변 맛집들이 휴무가 많아 대기가 더 길어졌어요 옥동식의 대표 메뉴인 돼지곰탕(특)과 김치만두를 주문했습니다 은은하고 따듯한 분위기와 좌석은 카운터석으로 되어 있어 혼밥 하기 좋은 분위기였어요 국물은 슴슴하면서 돼지국밥과는 다른 깔끔 담백한 맛입니다 고추지는 국물에 넣어 먹지 않고 고기를 수육처럼 따로 먹는 걸 추천드려요 계속 먹다 보면 감칠맛이 계속 올라오고 같이 나온 김치가 좋았습니다 특으로 주문해서 고기의 양이 많은 편이었고 김치만두는 다소 평범한 듯했으나 슴슴한 곰탕 국물과 잘 어울렸어요 혼밥 하기 눈치도 안보였고 직원분들도 굉장히 친절하셨습니다,389,True,,,,마포 합정역에 위치한 빕그루망 옥동식 다녀왔어요 원격 테이블링을 안 하고 방문했더니 웨이팅이 있어 30분 정도 기다렸습니다 특히 일요일은 주변 맛집들이 휴무가 많아 대기가 더 길어졌어요 옥동식의 대표 메뉴인 돼지곰탕(특)과 김치만두를 주문했습니다 은은하고 따듯한 분위기와 좌석은 카운터석으로 되어 있어 혼밥 하기 좋은 분위기였어요 국물은 슴슴하면서 돼지국밥과는 다른 깔끔 담백한 맛입니다 고추지는 국물에 넣어 먹지 않고 고기를 수육처럼 따로 먹는 걸 추천드려요 계속 먹다 보면 감칠맛이 계속 올라오고 같이 나온 김치가 좋았습니다 특으로 주문해서 고기의 양이 많은 편이었고 김치만두는 다소 평범한 듯했으나 슴슴한 곰탕 국물과 잘 어울렸어요 혼밥 하기 눈치도 안보였고 직원분들도 굉장히 친절하셨습니다,마포 합정역에 위치한 빕그루망 옥동식 다녀왔어요 원격 테이블링을 안 하고 방문했더니 웨이팅이 있어 30분 정도 기다렸습니다 특히 일요일은 주변 맛집들이 휴무가 많아 대기가 더 길어졌어요 옥동식의 대표 메뉴인 돼지곰탕 특 과 김치만두를 주문했습니다 은은하고 따듯한 분위기와 좌석은 카운터석으로 되어 있어 혼밥 하기 좋은 분위기였어요 국물은 슴슴하면서 돼지국밥과는 다른 깔끔 담백한 맛입니다 고추지는 국물에 넣어 먹지 않고 고기를 수육처럼 따로 먹는 걸 추천드려요 계속 먹다 보면 감칠맛이 계속 올라오고 같이 나온 김치가 좋았습니다 특으로 주문해서 고기의 양이 많은 편이었고 김치만두는 다소 평범한 듯했으나 슴슴한 곰탕 국물과 잘 어울렸어요 혼밥 하기 눈치도 안보였고 직원분들도 굉장히 친절하셨습니다,0,0,0,0,0,0,1,389,원
kakao,뼈탄집 성수역점,Sk,3.0,2026-01-03,,,"처음 방문한 곳이었는데 들어서자마자 깔끔하고 정돈된 인테리어가 인상적이었어요. 매장이 전반적으로 깨끗해서 식사하는 내내 기분이 좋았습니다. 무엇보다 고기 맛이 정말 기대 이상이었어요. 육질이 신선하고 잡내 없이 부드러워서 한 점 먹자마자 “잘 왔다”는 생각이 들더라고요. 굽는 동안에도 향이 좋아서 계속 입맛을 자극했고, 어떻게 먹어도 맛있어서 만족도가 높았습니다. 직원분들도 하나같이 친절하게 응대해 주셔서 처음 방문했음에도 불편함 없이 편하게 식사할 수 있었어요. 필요한 부분을 바로바로 챙겨주시고 설명도 잘 해주셔서 더 좋았습니다. 전체적으로 맛, 분위기, 서비스까지 고루 만족스러운 곳이라 다음에도 꼭 다시 방문하고 싶은 곳이에요. 고기 맛있는 집 찾으시는 분들께 추천하고 싶습니다! 👍",388,True,5.0,5.0,브론즈 레벨,"처음 방문한 곳이었는데 들어서자마자 깔끔하고 정돈된 인테리어가 인상적이었어요. 매장이 전반적으로 깨끗해서 식사하는 내내 기분이 좋았습니다. 무엇보다 고기 맛이 정말 기대 이상이었어요. 육질이 신선하고 잡내 없이 부드러워서 한 점 먹자마자 “잘 왔다”는 생각이 들더라고요. 굽는 동안에도 향이 좋아서 계속 입맛을 자극했고, 어떻게 먹어도 맛있어서 만족도가 높았습니다. 직원분들도 하나같이 친절하게 응대해 주셔서 처음 방문했음에도 불편함 없이 편하게 식사할 수 있었어요. 필요한 부분을 바로바로 챙겨주시고 설명도 잘 해주셔서 더 좋았습니다. 전체적으로 맛, 분위기, 서비스까지 고루 만족스러운 곳이라 다음에도 꼭 다시 방문하고 싶은 곳이에요. 고기 맛있는 집 찾으시는 분들께 추천하고 싶습니다! 👍",처음 방문한 곳이었는데 들어서자마자 깔끔하고 정돈된 인테리어가 인상적이었어요 매장이 전반적으로 깨끗해서 식사하는 내내 기분이 좋았습니다 무엇보다 고기 맛이 정말 기대 이상이었어요 육질이 신선하고 잡내 없이 부드러워서 한 점 먹자마자 잘 왔다 는 생각이 들더라고요 굽는 동안에도 향이 좋아서 계속 입맛을 자극했고 어떻게 먹어도 맛있어서 만족도가 높았습니다 직원분들도 하나같이 친절하게 응대해 주셔서 처음 방문했음에도 불편함 없이 편하게 식사할 수 있었어요 필요한 부분을 바로바로 챙겨주시고 설명도 잘 해주셔서 더 좋았습니다 전체적으로 맛 분위기 서비스까지 고루 만족스러운 곳이라 다음에도 꼭 다시 방문하고 싶은 곳이에요 고기 맛있는 집 찾으시는 분들께 추천하고 싶습니다 EXCLAM EMO_POS,1,0,0,0,1,0,0,388,"돈, 원"
