식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무
원조 조박집 본관,lp****,2118,2025.12.03,1번째 방문,영수증,"점심에 돼지갈비~~ 야채랑 같이 먹어선지 고기양은 여성 소량식사 하는 사람에게는 1인분 적당~ 김치, 파썰은거, 무생채, 된장, 상추,깻잎 만~ 돼지양념 간 쎄지 않고 맛있는데.. 구워주지 않아서 죄다 탓네요..ㅠㅠ 굽느라..고기가 코로 들어가는지...ㅋㅋ",143,False
원조 조박집 본관,yos****,1202,2025.11.27,13번째 방문,,맛잇고 친절합니당~~~,12,True
원조 조박집 본관,해피쓩,746,2025.11.22,1번째 방문,영수증,오랜만에 먹었네요 살짝 단맛이 느껴졌지만 맛나게먹었어요,30,False
원조 조박집 본관,케크,726,2025.11.14,1번째 방문,영수증,동치미가 별미,7,True
원조 조박집 본관,헬리오트로프,485,2025.11.14,1번째 방문,영수증,"조박집 좌식일때부터 20년 단골입니다. 동치미부터 돼지갈비, 된찌, 식혜까지 코스요리처럼 완벽해요😋💚 특히, 유경래이모님이 극진히 대접해주셔서 넘 좋았어요!!😆👍🏻👍🏻 서빙의 신",99,True
원조 조박집 본관,DJ슈슈,39,2025.11.08,1번째 방문,예약,진짜 갈비 넘 맛있네요😋 밥 한공이 뚝딱 ㅎ 된장찌게는 흔히 먹는 삼겹살집에서 파는 찌게보단 된장국 느낌이 강했네용 😄 마지막 식혜가 킥입니단 🚙주차도 근처 마포공영주차장에 세우면 되용 계산할때 차량번호 말하면 되서 넘 좋네용,126,True
원조 조박집 본관,jju****,1306,2025.11.05,1번째 방문,영수증,맛나고 조아요,7,True
원조 조박집 본관,수근68,2069,2025.11.03,7번째 방문,영수증,오랜만에 속초 여행 다녀오면서 저녁식사하러 들렀어요. 돼지갈비 2인분을 주문했어요. 서울 3대 돼지갈비 맛집으로 블루리본을 9번 받은 맛집이죠. 전 20여년 넘게 다니고 있죠. 저희 부모님 저희 가족들 다 좋아하는곳입니다. 20여년간 늘 한결같은 맛이네요. 동치미국수부터 식혜까지 다 맛있죠. 지금은 택배도 하네요. 한번 주문해 먹어야겠어요. 오늘도 돼지갈비 1인분 추가하고 밥 한공기와 된장찌개도 하나 주문해 먹었어요. 마지막 입가심으로 식혜까지 최애 맛집입니다. 오늘도 맛있게 잘 먹었습니다 ^^,279,True
원조 조박집 본관,0702313,80,2025.11.01,1번째 방문,영수증,토요일 12:30 걱정했는데 다행히 웨이팅없이 바로 들어갔어요 직원분들 너무너무친절하시구 좋았습니다 !! 불판도 제때 갈아주시고 수시로 체크하시면서 빈 반찬을 채워주시는것 같아요 ! 다만 음식은 너무 기대를 하고간 탓인지..... 저와 엄마기준에는 양념갈비 고기 간이 쎄서 짜다고 느껴졌고 ㅠㅠ 갈비살은 두껍고 뼈가 전부 크게 붙어있어서 불편했어요 .... 굽기도 어렵고.... 막 크게 특색이 있거나 진짜 기억에 남을 양념갈비 맛집? 인지 잘모르겠어요....ㅜㅜ 재방문 의사는 없습니다 ..!,276,True
원조 조박집 본관,헬프데스크,1064,2025.11.01,2번째 방문,영수증,조박집 오랫만에 왔는데 맛있어요^^~,20,False
