platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,분위기_matched_keywords
kakao,뼈탄집 성수역점,서승희,1.0,2026-04-24,,,깔끔하고 고기도 맛있어요!!,15,True,5.0,5.0,브론즈 레벨,깔끔하고 고기도 맛있어요!!,깔끔하고 고기도 맛있어요 EXCLAM,0,0,0,0,1,0,0,15,깔끔
kakao,육지,아무말,3.0,2025-07-17,,,고기도 직접 구워주시고 가게 분위기가 좋아요!!👍🏻,28,True,5.0,5.0,브론즈 레벨,고기도 직접 구워주시고 가게 분위기가 좋아요!!👍🏻,고기도 직접 구워주시고 가게 분위기가 좋아요 EXCLAM EMO_POS,1,0,0,0,1,0,0,28,분위기
naver,홍대 육지,하하6781,39.0,2026.04.10,1번째 방문,영수증,캐치테이블 예약 후 방문해서 5분 대기 하고 방문 했습다! 고기 질도 좋고 너무 직원분들 친절해서 맛있게 먹구 나왔어용💗,67,True,,,,캐치테이블 예약 후 방문해서 5분 대기 하고 방문 했습다! 고기 질도 좋고 너무 직원분들 친절해서 맛있게 먹구 나왔어용💗,캐치테이블 예약 후 방문해서 5분 대기 하고 방문 했습다 EXCLAM 고기 질도 좋고 너무 직원분들 친절해서 맛있게 먹구 나왔어용 EMO_POS,1,0,0,0,1,0,1,67,테이블
naver,육산장 홍대본점,Qwe78900,19.0,2026.03.29,1번째 방문,영수증,야장 분위기도 좋고 !!!! 맛도 있어요!!!,25,True,,,,야장 분위기도 좋고 !!!! 맛도 있어요!!!,야장 분위기도 좋고 EXCLAM 맛도 있어요 EXCLAM,0,0,0,0,1,0,0,25,분위기
kakao,육산장 홍대본점,쨘슐랭,100.0,2026-03-23,,,26.03.23 따뜻한 분위기 좋음 술이 술술들어감 고기맛은 평범함 한번쯤은 가기좋음 재방문의사 : ⭐️⭐️,60,True,3.0,3.4,골드 레벨,26.03.23 따뜻한 분위기 좋음 술이 술술들어감 고기맛은 평범함 한번쯤은 가기좋음 재방문의사 : ⭐️⭐️,26 03 23 따뜻한 분위기 좋음 술이 술술들어감 고기맛은 평범함 한번쯤은 가기좋음 재방문의사,0,0,0,0,0,0,1,60,분위기
naver,육산장 홍대본점,땅기,25.0,2026.04.12,1번째 방문,영수증,캠핑장분위기에 야외에서 구워먹는고기가 너무맛있습니다. 분위기 좋고 고기도맛있고 인테리어가 너무 좋아요. 다음에도 꼭 방문예정입니다! 홍대오시면 여기추천,84,True,,,,캠핑장분위기에 야외에서 구워먹는고기가 너무맛있습니다. 분위기 좋고 고기도맛있고 인테리어가 너무 좋아요. 다음에도 꼭 방문예정입니다! 홍대오시면 여기추천,캠핑장분위기에 야외에서 구워먹는고기가 너무맛있습니다 분위기 좋고 고기도맛있고 인테리어가 너무 좋아요 다음에도 꼭 방문예정입니다 EXCLAM 홍대오시면 여기추천,0,0,0,0,1,0,0,84,"분위기, 인테리어"
kakao,홍대 조선시대,배선희,1.0,2026-02-06,,,직원분들도 친절하시고 양도 많고 맛도 좋았어서 다음에도 또 오고싶은 곳이였고 안에 인테리어나 분위기도 엄청 좋았어요! 다들 홍대 조선시대 많이 와주세요,84,False,5.0,5.0,브론즈 레벨,직원분들도 친절하시고 양도 많고 맛도 좋았어서 다음에도 또 오고싶은 곳이였고 안에 인테리어나 분위기도 엄청 좋았어요! 다들 홍대 조선시대 많이 와주세요,직원분들도 친절하시고 양도 많고 맛도 좋았어서 다음에도 또 오고싶은 곳이였고 안에 인테리어나 분위기도 엄청 좋았어요 EXCLAM 다들 홍대 조선시대 많이 와주세요,0,0,0,0,1,0,0,84,"분위기, 인테리어"
naver,태양곱창 성수점,유혜진61,9.0,2026.01.31,1번째 방문,영수증,"곱창 전골 먹으러 왔는데 전체적으로 만족스러웠어요. 국물이 진하고 얼큰해서 첫 숟갈부터 입맛을 확 잡아주고, 끓일수록 깊이가 더해지는 스타일이에요. 자극적이기보단 밸런스가 좋아서 계속 먹게 되는 맛이고, 양도 넉넉한 편이라 여럿이 나눠 먹기 좋아요. 분위기도 편안해서 술 한잔 곁들이기 좋고, 추운 날 특히 생각나는 메뉴예요. 다음에도 재방문 의사 있어요.",199,False,,,,"곱창 전골 먹으러 왔는데 전체적으로 만족스러웠어요. 국물이 진하고 얼큰해서 첫 숟갈부터 입맛을 확 잡아주고, 끓일수록 깊이가 더해지는 스타일이에요. 자극적이기보단 밸런스가 좋아서 계속 먹게 되는 맛이고, 양도 넉넉한 편이라 여럿이 나눠 먹기 좋아요. 분위기도 편안해서 술 한잔 곁들이기 좋고, 추운 날 특히 생각나는 메뉴예요. 다음에도 재방문 의사 있어요.",곱창 전골 먹으러 왔는데 전체적으로 만족스러웠어요 국물이 진하고 얼큰해서 첫 숟갈부터 입맛을 확 잡아주고 끓일수록 깊이가 더해지는 스타일이에요 자극적이기보단 밸런스가 좋아서 계속 먹게 되는 맛이고 양도 넉넉한 편이라 여럿이 나눠 먹기 좋아요 분위기도 편안해서 술 한잔 곁들이기 좋고 추운 날 특히 생각나는 메뉴예요 다음에도 재방문 의사 있어요,0,0,0,0,0,0,0,199,분위기
naver,각시보쌈,맛집탐험소년,1070.0,2025.09.04,1번째 방문,영수증,혼밥하기 너무 좋아요 가성비 각시보쌈!,21,True,,,,혼밥하기 너무 좋아요 가성비 각시보쌈!,혼밥하기 너무 좋아요 가성비 각시보쌈 EXCLAM,0,0,0,0,1,0,0,21,혼밥
kakao,이태리국시 성수,🤔,1.0,2026-04-27,,,오픈시간 맞춰 가서 대기 시간 없이 바로 입장하였습니다. 분위기도 좋고 음식이 깔끔하고 맛있어요~대창숯불파스타는 정말 원픽입니다^^ 알배추샐러드랑 뇨끼 청량불고기파스타 다 맛있게 잘 먹었습니다.,108,True,5.0,5.0,브론즈 레벨,오픈시간 맞춰 가서 대기 시간 없이 바로 입장하였습니다. 분위기도 좋고 음식이 깔끔하고 맛있어요~대창숯불파스타는 정말 원픽입니다^^ 알배추샐러드랑 뇨끼 청량불고기파스타 다 맛있게 잘 먹었습니다.,오픈시간 맞춰 가서 대기 시간 없이 바로 입장하였습니다 분위기도 좋고 음식이 깔끔하고 맛있어요 대창숯불파스타는 정말 원픽입니다 알배추샐러드랑 뇨끼 청량불고기파스타 다 맛있게 잘 먹었습니다,0,0,0,0,0,0,0,108,"분위기, 깔끔"
naver,금금 성수점,seo****,25.0,2026.03.28,1번째 방문,영수증,부모님이 한식을 좋아하셔서 한식당 찾다가 들어왔어요! 음식 종류도 다양하고 특히 통밀국수...맛있습니다..! 매장도 너무 청결하고 맛있어요!,78,True,,,,부모님이 한식을 좋아하셔서 한식당 찾다가 들어왔어요! 음식 종류도 다양하고 특히 통밀국수...맛있습니다..! 매장도 너무 청결하고 맛있어요!,부모님이 한식을 좋아하셔서 한식당 찾다가 들어왔어요 EXCLAM 음식 종류도 다양하고 특히 통밀국수 맛있습니다 EXCLAM 매장도 너무 청결하고 맛있어요 EXCLAM,0,0,0,0,1,0,0,78,"매장, 청결"
naver,소문난성수감자탕,개구리소녀,38.0,2026.03.20,1번째 방문,영수증,"뚝배기 맨 밑에서 누군가 발라먹은듯은 앙상한 뼈가 깔려있더라구요. 뼈에 살이 자연스럽게 빠졌다기 보단, 왠지 뻐다귀만 재활용한 것 아니지 싶은~~;;; 기분이 썩 나쁜데, 뭐라 따지기엔 아시겠지만 음청 정신없고 붐비는 홀에서 괜히 딴지거는 거 같아 보일거 같아, 앙상한 뼈 발견한 후 수저를 내려놓고 나왔습니다. 맛집으로 소문나 이젠 외국인 손님이 더 많은 매장인데, 이런 오해가 생길만한 일은 생기지 말았으면 하네요~~;; K푸드 망신살이 아닐런지~~;;; 성수감자탕, 간만에 먹어보니 맛도 변했고, 왠지 재활용뼈 같다는 불편한 심경만 남기고 돌아섰네요~~;; 사진으로 보시긴 어떤가요? 저만 그리 보이나여??~ㅠ~;;",347,True,,,,"뚝배기 맨 밑에서 누군가 발라먹은듯은 앙상한 뼈가 깔려있더라구요. 뼈에 살이 자연스럽게 빠졌다기 보단, 왠지 뻐다귀만 재활용한 것 아니지 싶은~~;;; 기분이 썩 나쁜데, 뭐라 따지기엔 아시겠지만 음청 정신없고 붐비는 홀에서 괜히 딴지거는 거 같아 보일거 같아, 앙상한 뼈 발견한 후 수저를 내려놓고 나왔습니다. 맛집으로 소문나 이젠 외국인 손님이 더 많은 매장인데, 이런 오해가 생길만한 일은 생기지 말았으면 하네요~~;; K푸드 망신살이 아닐런지~~;;; 성수감자탕, 간만에 먹어보니 맛도 변했고, 왠지 재활용뼈 같다는 불편한 심경만 남기고 돌아섰네요~~;; 사진으로 보시긴 어떤가요? 저만 그리 보이나여??~ㅠ~;;",뚝배기 맨 밑에서 누군가 발라먹은듯은 앙상한 뼈가 깔려있더라구요 뼈에 살이 자연스럽게 빠졌다기 보단 왠지 뻐다귀만 재활용한 것 아니지 싶은 TILDE 기분이 썩 나쁜데 뭐라 따지기엔 아시겠지만 음청 정신없고 붐비는 홀에서 괜히 딴지거는 거 같아 보일거 같아 앙상한 뼈 발견한 후 수저를 내려놓고 나왔습니다 맛집으로 소문나 이젠 외국인 손님이 더 많은 매장인데 이런 오해가 생길만한 일은 생기지 말았으면 하네요 TILDE K푸드 망신살이 아닐런지 TILDE 성수감자탕 간만에 먹어보니 맛도 변했고 왠지 재활용뼈 같다는 불편한 심경만 남기고 돌아섰네요 TILDE 사진으로 보시긴 어떤가요 QUESTION 저만 그리 보이나여 QUESTION,0,0,0,0,0,1,0,347,매장
naver,옥동식,Appetite of Sue,345.0,2025.08.18,1번째 방문,영수증,가봐야지 했으나 웨이팅하고 싶지 않아 버티다가 친구가 가고 싶다 해서 드디어... 맛은 한마디로 깔끔! 국밥 좋아하는 또다른 친구 델코 가고 싶네요.,83,True,,,,가봐야지 했으나 웨이팅하고 싶지 않아 버티다가 친구가 가고 싶다 해서 드디어... 맛은 한마디로 깔끔! 국밥 좋아하는 또다른 친구 델코 가고 싶네요.,가봐야지 했으나 웨이팅하고 싶지 않아 버티다가 친구가 가고 싶다 해서 드디어 맛은 한마디로 깔끔 EXCLAM 국밥 좋아하는 또다른 친구 델코 가고 싶네요,0,0,0,0,1,0,0,83,깔끔
naver,을밀대 평양냉면,5h6,1369.0,2025.12.27,2번째 방문,예약,음식이 전반적으로 깔끔 거냉양많이를 해야한다함!,26,True,,,,음식이 전반적으로 깔끔 거냉양많이를 해야한다함!,음식이 전반적으로 깔끔 거냉양많이를 해야한다함 EXCLAM,0,0,0,0,1,0,0,26,깔끔
naver,조선시대,hunE,9.0,2026.02.28,1번째 방문,영수증,"친구랑 홍대 조선시대에 다녀왔어요 🍻 분위기도 편하고 가볍게 한잔하기 좋더라고요. 라볶이랑 김치전을 시켜서 먹었는데 둘 다 진짜 맛있었어요 😋 라볶이는 매콤달콤해서 술이랑 잘 어울렸고, 김치전은 바삭하면서 김치 맛이 잘 살아있어서 계속 손이 갔습니다. 친구랑 편하게 술 한잔하면서 맛있는 안주 먹기 좋은 곳이라 다음에 또 올 것 같아요 👍",189,True,,,,"친구랑 홍대 조선시대에 다녀왔어요 🍻 분위기도 편하고 가볍게 한잔하기 좋더라고요. 라볶이랑 김치전을 시켜서 먹었는데 둘 다 진짜 맛있었어요 😋 라볶이는 매콤달콤해서 술이랑 잘 어울렸고, 김치전은 바삭하면서 김치 맛이 잘 살아있어서 계속 손이 갔습니다. 친구랑 편하게 술 한잔하면서 맛있는 안주 먹기 좋은 곳이라 다음에 또 올 것 같아요 👍",친구랑 홍대 조선시대에 다녀왔어요 분위기도 편하고 가볍게 한잔하기 좋더라고요 라볶이랑 김치전을 시켜서 먹었는데 둘 다 진짜 맛있었어요 EMO_POS 라볶이는 매콤달콤해서 술이랑 잘 어울렸고 김치전은 바삭하면서 김치 맛이 잘 살아있어서 계속 손이 갔습니다 친구랑 편하게 술 한잔하면서 맛있는 안주 먹기 좋은 곳이라 다음에 또 올 것 같아요 EMO_POS,1,0,0,0,0,0,0,189,분위기
naver,장인닭갈비 홍대점,숨숨53,48.0,2026.01.21,1번째 방문,영수증,넘 깔끔하고 맛있어욘❣️,13,True,,,,넘 깔끔하고 맛있어욘❣️,넘 깔끔하고 맛있어욘 EMO_POS,1,0,0,0,0,0,0,13,깔끔
naver,조선시대,225764,122.0,2026.01.14,1번째 방문,영수증,친구랑 같이 왔어요 예약 없이 바로 들어왔고 분위기가 너무 좋아요 막걸리 추천합니다!,47,True,,,,친구랑 같이 왔어요 예약 없이 바로 들어왔고 분위기가 너무 좋아요 막걸리 추천합니다!,친구랑 같이 왔어요 예약 없이 바로 들어왔고 분위기가 너무 좋아요 막걸리 추천합니다 EXCLAM,0,0,0,0,1,0,0,47,분위기
naver,훼미리손칼국수보쌈,Dominic92,12.0,2026.05.09,1번째 방문,영수증,오랜만에 방문했는데 엄청 불친절 하네요. 전반적으로 모든 직원이 불친절 합니다. 여기는 손님에게 반말이 기본인가요? 김치는 테이블에 던지고 배추좀 더 달라고 했더니 대꾸도 안하고 나중에 와서는 자기 서빙할때는 말하지 말라고 하네요. 정식에 나온 고기는 일부가 완전 지방 덩어리로 나왔습니다. 옛날엔 엄청난 맛집은 아니어도 푸짐하고 친절한 맛에 종종 방문했는데 이젠 다시 방문하거나 추천할일 없겠네요. 오랜만에 최악의 식당을 경험했습니다.,244,True,,,,오랜만에 방문했는데 엄청 불친절 하네요. 전반적으로 모든 직원이 불친절 합니다. 여기는 손님에게 반말이 기본인가요? 김치는 테이블에 던지고 배추좀 더 달라고 했더니 대꾸도 안하고 나중에 와서는 자기 서빙할때는 말하지 말라고 하네요. 정식에 나온 고기는 일부가 완전 지방 덩어리로 나왔습니다. 옛날엔 엄청난 맛집은 아니어도 푸짐하고 친절한 맛에 종종 방문했는데 이젠 다시 방문하거나 추천할일 없겠네요. 오랜만에 최악의 식당을 경험했습니다.,오랜만에 방문했는데 엄청 불친절 하네요 전반적으로 모든 직원이 불친절 합니다 여기는 손님에게 반말이 기본인가요 QUESTION 김치는 테이블에 던지고 배추좀 더 달라고 했더니 대꾸도 안하고 나중에 와서는 자기 서빙할때는 말하지 말라고 하네요 정식에 나온 고기는 일부가 완전 지방 덩어리로 나왔습니다 옛날엔 엄청난 맛집은 아니어도 푸짐하고 친절한 맛에 종종 방문했는데 이젠 다시 방문하거나 추천할일 없겠네요 오랜만에 최악의 식당을 경험했습니다,0,0,0,0,0,1,0,244,테이블
naver,할머니의 레시피,VKY,316.0,2025.05.24,1번째 방문,영수증,"무척 정갈하고 담백한, 깔끔한 한 끼였습니다!! 여자친구도 무척 만족스러워 하였고, 저 또한 마찬가지였습니다. 음식이 정말 맛있었고, 직원분들도 무척 친절하셨습니다!! 여자친구는 아주 잘차려진 맛있는 집밥을 먹는 느낌이라 표하였습니다!! 대기하는 공간도 따로 있어 좋았구요!! 이미 잘 알려진 유명한 곳이라 그런지 사람들이 참...많기는 하였습니다. 개인적인 평점 [4/5]",209,True,,,,"무척 정갈하고 담백한, 깔끔한 한 끼였습니다!! 여자친구도 무척 만족스러워 하였고, 저 또한 마찬가지였습니다. 음식이 정말 맛있었고, 직원분들도 무척 친절하셨습니다!! 여자친구는 아주 잘차려진 맛있는 집밥을 먹는 느낌이라 표하였습니다!! 대기하는 공간도 따로 있어 좋았구요!! 이미 잘 알려진 유명한 곳이라 그런지 사람들이 참...많기는 하였습니다. 개인적인 평점 [4/5]",무척 정갈하고 담백한 깔끔한 한 끼였습니다 EXCLAM 여자친구도 무척 만족스러워 하였고 저 또한 마찬가지였습니다 음식이 정말 맛있었고 직원분들도 무척 친절하셨습니다 EXCLAM 여자친구는 아주 잘차려진 맛있는 집밥을 먹는 느낌이라 표하였습니다 EXCLAM 대기하는 공간도 따로 있어 좋았구요 EXCLAM 이미 잘 알려진 유명한 곳이라 그런지 사람들이 참 많기는 하였습니다 개인적인 평점 4 5,0,0,0,0,1,0,1,209,"공간, 깔끔"
kakao,소문난성수감자탕,마포걷달,708.0,2026-04-05,,,"팩트체크 “ 성수에서 보장된 감자탕 맛집을 찾는다면 ” 꽤나 유명한 곳입니다. 창업 시점부터 계산해 보니 대략 50년 가까이 운영해 오셨네요. 당연히 2세 경영을 넘어 3세까지도 충분히 갈 수 있는 입지와 브랜드를 가지고 있습니다. 통상 11:30분을 넘기면 최소 1시까지는 점심 시간대 대기줄을 탈 수 있습니다. 저희는 11:17분에 입성했는데 별관으로 안내받았고, 이후 10여 분 정도 지나니 자리가 꽉 차서 먹고 나갈 때까지 빈자리는 보이지 않네요. 확실히 사람들이 많이 오는 집입니다. 감자탕 맛은 다소 달착지근합니다. 나쁘지 않은 당의 효과입니다. 고기의 품질은 나쁘지 않았으며 특히 함께 나오는 찍어 먹는 소스는 제 기준 최고였습니다. 확실히 맛에 있어서는 오래된 만큼 보장된 맛입니다. 리뷰에 부정적으로 나오는 위생과 서비스 품질은 준수한 편입니다. 워낙 사람들이 들고 나서느라 서빙 보시는 이모님들이 매우 분주합니다. 손님이 나가면 치우고 채우고가 반복되는데, 이 정도 인기를 감안하면 약간의 불친절과 비위생은 감수할 수 있는 수준입니다. 역하거나 하지는 않습니다. 가격대는 보통 이상으로, 저렴한 곳보다는 약 15% 높은 수준을 보입니다. 성수에 동네 마실 나오듯 가볍게 들러 감자탕을 먹는 곳은 아니니, 자주 오기보다는 오랜만에 나와 먹는 식사라면 감당할 수준입니다. 조금만 부지런하면 꽤나 괜찮은 감자탕을 좋은 자리에서 맛볼 수 있습니다. - 끝",708,False,4.0,3.4,퍼플 레벨,"팩트체크 “ 성수에서 보장된 감자탕 맛집을 찾는다면 ” 꽤나 유명한 곳입니다. 창업 시점부터 계산해 보니 대략 50년 가까이 운영해 오셨네요. 당연히 2세 경영을 넘어 3세까지도 충분히 갈 수 있는 입지와 브랜드를 가지고 있습니다. 통상 11:30분을 넘기면 최소 1시까지는 점심 시간대 대기줄을 탈 수 있습니다. 저희는 11:17분에 입성했는데 별관으로 안내받았고, 이후 10여 분 정도 지나니 자리가 꽉 차서 먹고 나갈 때까지 빈자리는 보이지 않네요. 확실히 사람들이 많이 오는 집입니다. 감자탕 맛은 다소 달착지근합니다. 나쁘지 않은 당의 효과입니다. 고기의 품질은 나쁘지 않았으며 특히 함께 나오는 찍어 먹는 소스는 제 기준 최고였습니다. 확실히 맛에 있어서는 오래된 만큼 보장된 맛입니다. 리뷰에 부정적으로 나오는 위생과 서비스 품질은 준수한 편입니다. 워낙 사람들이 들고 나서느라 서빙 보시는 이모님들이 매우 분주합니다. 손님이 나가면 치우고 채우고가 반복되는데, 이 정도 인기를 감안하면 약간의 불친절과 비위생은 감수할 수 있는 수준입니다. 역하거나 하지는 않습니다. 가격대는 보통 이상으로, 저렴한 곳보다는 약 15% 높은 수준을 보입니다. 성수에 동네 마실 나오듯 가볍게 들러 감자탕을 먹는 곳은 아니니, 자주 오기보다는 오랜만에 나와 먹는 식사라면 감당할 수준입니다. 조금만 부지런하면 꽤나 괜찮은 감자탕을 좋은 자리에서 맛볼 수 있습니다. - 끝",팩트체크 성수에서 보장된 감자탕 맛집을 찾는다면 꽤나 유명한 곳입니다 창업 시점부터 계산해 보니 대략 50년 가까이 운영해 오셨네요 당연히 2세 경영을 넘어 3세까지도 충분히 갈 수 있는 입지와 브랜드를 가지고 있습니다 통상 11 30분을 넘기면 최소 1시까지는 점심 시간대 대기줄을 탈 수 있습니다 저희는 11 17분에 입성했는데 별관으로 안내받았고 이후 10여 분 정도 지나니 자리가 꽉 차서 먹고 나갈 때까지 빈자리는 보이지 않네요 확실히 사람들이 많이 오는 집입니다 감자탕 맛은 다소 달착지근합니다 나쁘지 않은 당의 효과입니다 고기의 품질은 나쁘지 않았으며 특히 함께 나오는 찍어 먹는 소스는 제 기준 최고였습니다 확실히 맛에 있어서는 오래된 만큼 보장된 맛입니다 리뷰에 부정적으로 나오는 위생과 서비스 품질은 준수한 편입니다 워낙 사람들이 들고 나서느라 서빙 보시는 이모님들이 매우 분주합니다 손님이 나가면 치우고 채우고가 반복되는데 이 정도 인기를 감안하면 약간의 불친절과 비위생은 감수할 수 있는 수준입니다 역하거나 하지는 않습니다 가격대는 보통 이상으로 저렴한 곳보다는 약 15 높은 수준을 보입니다 성수에 동네 마실 나오듯 가볍게 들러 감자탕을 먹는 곳은 아니니 자주 오기보다는 오랜만에 나와 먹는 식사라면 감당할 수준입니다 조금만 부지런하면 꽤나 괜찮은 감자탕을 좋은 자리에서 맛볼 수 있습니다 끝,0,0,0,0,0,0,1,708,"자리, 위생"
naver,뼈탄집 성수역점,ddao****,12.0,2026.04.09,1번째 방문,영수증,고기 퀄리티가 정말 좋아서 한입 먹자마자 만족!! 고기도 부드럽고 잡내 없이 깔끔하더라구요~ 매장 분위기가 좋아 데이트 장소로도 추천이랍니다💕 직원분들도 친절하셔서 기분 좋게 식사하고 왔습니다 재방문 의사 완전 있어요!,122,True,,,,고기 퀄리티가 정말 좋아서 한입 먹자마자 만족!! 고기도 부드럽고 잡내 없이 깔끔하더라구요~ 매장 분위기가 좋아 데이트 장소로도 추천이랍니다💕 직원분들도 친절하셔서 기분 좋게 식사하고 왔습니다 재방문 의사 완전 있어요!,고기 퀄리티가 정말 좋아서 한입 먹자마자 만족 EXCLAM 고기도 부드럽고 잡내 없이 깔끔하더라구요 매장 분위기가 좋아 데이트 장소로도 추천이랍니다 EMO_POS 직원분들도 친절하셔서 기분 좋게 식사하고 왔습니다 재방문 의사 완전 있어요 EXCLAM,1,0,0,0,1,0,0,122,"분위기, 매장, 깔끔, 데이트"
naver,각시보쌈,해피바이러스4149,3.0,2026.03.15,1번째 방문,영수증,"전엔 이러지 않았는데 서비스 너무 엉망입니다. 다신 안갑니다. 1) 벨이 없는 것까진 이해하나, 적어도 부르고 알겠다고 했음 와야하는 거 아닌가요? 결국 직접 가서 요청했습니다. 그리고 직원분 하는 말 들었는데 ""아 포장해달래?""라고 하시더군요. 그럼 저희가 부른 걸 인지하고 있었다는 건데 왜 그리 행동 하세요? 2) 전에는 콩나물국 리필하면 콩나물까지 다시 떠서 갔다 줬는데 오늘은 달라고 하니 그냥 주전자 가지고 와서 국물만 왕창 리필(한번 리필했습니다) 3) 남은 거 포장 요청하니 앞에서 장갑 끼고 막고 그리고 상식적으로 손님 포장해줄 용기를 본인 앞치마에 대고 있음 어떡합니다? 여긴 직원들 위생 교육도 안시키나요? 숟가락 젓가락엔 뭐가 많이 묻어있던데 세척한 거 맞나요? 안묻어있는거 찾는라 힘들었음",398,True,,,,"전엔 이러지 않았는데 서비스 너무 엉망입니다. 다신 안갑니다. 1) 벨이 없는 것까진 이해하나, 적어도 부르고 알겠다고 했음 와야하는 거 아닌가요? 결국 직접 가서 요청했습니다. 그리고 직원분 하는 말 들었는데 ""아 포장해달래?""라고 하시더군요. 그럼 저희가 부른 걸 인지하고 있었다는 건데 왜 그리 행동 하세요? 2) 전에는 콩나물국 리필하면 콩나물까지 다시 떠서 갔다 줬는데 오늘은 달라고 하니 그냥 주전자 가지고 와서 국물만 왕창 리필(한번 리필했습니다) 3) 남은 거 포장 요청하니 앞에서 장갑 끼고 막고 그리고 상식적으로 손님 포장해줄 용기를 본인 앞치마에 대고 있음 어떡합니다? 여긴 직원들 위생 교육도 안시키나요? 숟가락 젓가락엔 뭐가 많이 묻어있던데 세척한 거 맞나요? 안묻어있는거 찾는라 힘들었음",전엔 이러지 않았는데 서비스 너무 엉망입니다 다신 안갑니다 1 벨이 없는 것까진 이해하나 적어도 부르고 알겠다고 했음 와야하는 거 아닌가요 QUESTION 결국 직접 가서 요청했습니다 그리고 직원분 하는 말 들었는데 아 포장해달래 QUESTION 라고 하시더군요 그럼 저희가 부른 걸 인지하고 있었다는 건데 왜 그리 행동 하세요 QUESTION 2 전에는 콩나물국 리필하면 콩나물까지 다시 떠서 갔다 줬는데 오늘은 달라고 하니 그냥 주전자 가지고 와서 국물만 왕창 리필 한번 리필했습니다 3 남은 거 포장 요청하니 앞에서 장갑 끼고 막고 그리고 상식적으로 손님 포장해줄 용기를 본인 앞치마에 대고 있음 어떡합니다 QUESTION 여긴 직원들 위생 교육도 안시키나요 QUESTION 숟가락 젓가락엔 뭐가 많이 묻어있던데 세척한 거 맞나요 QUESTION 안묻어있는거 찾는라 힘들었음,0,0,0,0,0,1,1,398,위생
naver,할머니의 레시피,콩0710,425.0,2025.12.31,1번째 방문,영수증,한식먹고싶어서 방문했는데 진짜 맛있고 건강한 한식이라 만족했어요 인테리어도 예쁘고 직원분들도 친절하셔서 추천해용👍,63,True,,,,한식먹고싶어서 방문했는데 진짜 맛있고 건강한 한식이라 만족했어요 인테리어도 예쁘고 직원분들도 친절하셔서 추천해용👍,한식먹고싶어서 방문했는데 진짜 맛있고 건강한 한식이라 만족했어요 인테리어도 예쁘고 직원분들도 친절하셔서 추천해용 EMO_POS,1,0,0,0,0,0,0,63,인테리어
kakao,홍대 조선시대,효,1.0,2025-12-15,,,술집 엄청 넓고 안주 맛있어요!!,18,False,5.0,5.0,브론즈 레벨,술집 엄청 넓고 안주 맛있어요!!,술집 엄청 넓고 안주 맛있어요 EXCLAM,0,0,0,0,1,0,0,18,넓
naver,일등식당,냠냠쩝쩝1,174.0,2026.01.09,1번째 방문,영수증,"오랜만에 방문한 추억의 뼈다귀 해장국 전문점 일등식당!! 분위기, 맛, 가성비, 친절함까지 역시 일등입니다!!",61,True,,,,"오랜만에 방문한 추억의 뼈다귀 해장국 전문점 일등식당!! 분위기, 맛, 가성비, 친절함까지 역시 일등입니다!!",오랜만에 방문한 추억의 뼈다귀 해장국 전문점 일등식당 EXCLAM 분위기 맛 가성비 친절함까지 역시 일등입니다 EXCLAM,0,0,0,0,1,0,0,61,분위기
naver,육산장 홍대본점,phy****,12.0,2026.03.31,1번째 방문,영수증,구성좋고 야장이 잘 되있어서 먹기 좋은 분위기네요 고기도 맛있게 잘 먹었습니다ㅎㅎ,45,True,,,,구성좋고 야장이 잘 되있어서 먹기 좋은 분위기네요 고기도 맛있게 잘 먹었습니다ㅎㅎ,구성좋고 야장이 잘 되있어서 먹기 좋은 분위기네요 고기도 맛있게 잘 먹었습니다,0,0,0,0,0,0,0,45,분위기
