platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,음식_matched_keywords
kakao,홍대 조선시대,고수바질딜레몬그라스미나리쑥갓달래,273.0,2026-02-22,,,"리뷰 이벤트 있습니다. 네이버 영수증 리뷰 필수, 카카오맵이나 구글맵 중 하나 리뷰 올리면 감자전 서비스라고 하니 참여해서 꼭 받아가세요. 꾀돌이 맛집입니다. 1, 2차로 이미 배가 부르다, 나는 술만 있으면 된다 하시는 분들께 추천드립니다. 직원 몇몇 분들 덕에 입장부터 기분이 좋지 않았습니다. 후문으로 들어온 손님 보이면 정문 카운터로 가시라고 안내 좀 빠르게 부탁드립니다. 휴대폰 보느라 오는 손님 무시하지 말아주세요.",238,False,1.0,3.4,골드 레벨,"리뷰 이벤트 있습니다. 네이버 영수증 리뷰 필수, 카카오맵이나 구글맵 중 하나 리뷰 올리면 감자전 서비스라고 하니 참여해서 꼭 받아가세요. 꾀돌이 맛집입니다. 1, 2차로 이미 배가 부르다, 나는 술만 있으면 된다 하시는 분들께 추천드립니다. 직원 몇몇 분들 덕에 입장부터 기분이 좋지 않았습니다. 후문으로 들어온 손님 보이면 정문 카운터로 가시라고 안내 좀 빠르게 부탁드립니다. 휴대폰 보느라 오는 손님 무시하지 말아주세요.",리뷰 이벤트 있습니다 네이버 영수증 리뷰 필수 카카오맵이나 구글맵 중 하나 리뷰 올리면 감자전 서비스라고 하니 참여해서 꼭 받아가세요 꾀돌이 맛집입니다 1 2차로 이미 배가 부르다 나는 술만 있으면 된다 하시는 분들께 추천드립니다 직원 몇몇 분들 덕에 입장부터 기분이 좋지 않았습니다 후문으로 들어온 손님 보이면 정문 카운터로 가시라고 안내 좀 빠르게 부탁드립니다 휴대폰 보느라 오는 손님 무시하지 말아주세요,0,0,0,0,0,0,1,238,"맛, 면, 맵"
naver,금금 성수점,짱짱맨6531,34.0,2026.04.18,1번째 방문,영수증,특별한 메뉴도 많고 생각보다 맛있어서 놀랬습니다~ 성수 오시는 분들 한번씩 가보세요~,47,True,,,,특별한 메뉴도 많고 생각보다 맛있어서 놀랬습니다~ 성수 오시는 분들 한번씩 가보세요~,특별한 메뉴도 많고 생각보다 맛있어서 놀랬습니다 성수 오시는 분들 한번씩 가보세요,0,0,0,0,0,0,0,47,"맛, 맛있, 메뉴"
naver,각시보쌈,블랙마리언니,330.0,2025.11.09,3번째 방문,예약,주말에 남편이랑 낮술하러 들른 각시보쌈 합정점이에요 합정역 7번 출구에서 가까워서 접근성도 좋고 항상 손님이 많아서 웨이팅은 기본인데 그래도 기다릴 가치 충분한 곳이에요 😊 저희는 점심에만 주문 가능한 보쌈정식을 먹었는데 보쌈 고기부터 감탄 나왔어요 잡내 없이 부드럽고 촉촉하게 삶아져서 한 점 씹을 때마다 고기결이 살아있고 무생채랑 같이 먹으면 조합이 정말 최고였어요 밑반찬도 깔끔하고 특히 김치찌개가 진짜 맛있어서 보쌈 먹다가 뜨끈한 국물 한입 먹으면 바로 소주 불러오는 맛이에요 🍶 손님이 많아도 이모님들이 너무 베테랑이라 주문도 빠르고 음식도 꼬이지 않아서 편하게 식사할 수 있었어요 합정에서 보쌈 드시고 싶으신 분들께 자신 있게 추천드려요 👍,364,True,,,,주말에 남편이랑 낮술하러 들른 각시보쌈 합정점이에요 합정역 7번 출구에서 가까워서 접근성도 좋고 항상 손님이 많아서 웨이팅은 기본인데 그래도 기다릴 가치 충분한 곳이에요 😊 저희는 점심에만 주문 가능한 보쌈정식을 먹었는데 보쌈 고기부터 감탄 나왔어요 잡내 없이 부드럽고 촉촉하게 삶아져서 한 점 씹을 때마다 고기결이 살아있고 무생채랑 같이 먹으면 조합이 정말 최고였어요 밑반찬도 깔끔하고 특히 김치찌개가 진짜 맛있어서 보쌈 먹다가 뜨끈한 국물 한입 먹으면 바로 소주 불러오는 맛이에요 🍶 손님이 많아도 이모님들이 너무 베테랑이라 주문도 빠르고 음식도 꼬이지 않아서 편하게 식사할 수 있었어요 합정에서 보쌈 드시고 싶으신 분들께 자신 있게 추천드려요 👍,주말에 남편이랑 낮술하러 들른 각시보쌈 합정점이에요 합정역 7번 출구에서 가까워서 접근성도 좋고 항상 손님이 많아서 웨이팅은 기본인데 그래도 기다릴 가치 충분한 곳이에요 EMO_POS 저희는 점심에만 주문 가능한 보쌈정식을 먹었는데 보쌈 고기부터 감탄 나왔어요 잡내 없이 부드럽고 촉촉하게 삶아져서 한 점 씹을 때마다 고기결이 살아있고 무생채랑 같이 먹으면 조합이 정말 최고였어요 밑반찬도 깔끔하고 특히 김치찌개가 진짜 맛있어서 보쌈 먹다가 뜨끈한 국물 한입 먹으면 바로 소주 불러오는 맛이에요 손님이 많아도 이모님들이 너무 베테랑이라 주문도 빠르고 음식도 꼬이지 않아서 편하게 식사할 수 있었어요 합정에서 보쌈 드시고 싶으신 분들께 자신 있게 추천드려요 EMO_POS,1,0,0,0,0,0,1,364,"맛, 맛있, 음식, 고기, 면, 국물, 반찬, 김치, 보쌈, 잡내, 짜"
naver,뼈탄집 성수역점,kjo****,191.0,2026.04.15,1번째 방문,영수증,"서비스, 맛, 분위기 다 만족스러웠어요 😊고기 생각날 때 다시 올 것 같은 찐 맛집이에요 ㅎㅎ 너무 잘먹고갑니다♥️",64,True,,,,"서비스, 맛, 분위기 다 만족스러웠어요 😊고기 생각날 때 다시 올 것 같은 찐 맛집이에요 ㅎㅎ 너무 잘먹고갑니다♥️",서비스 맛 분위기 다 만족스러웠어요 EMO_POS 고기 생각날 때 다시 올 것 같은 찐 맛집이에요 너무 잘먹고갑니다 EMO_POS,1,0,0,0,0,0,0,64,"맛, 고기"
naver,락희옥 마포본점,helvetica26,33.0,2025.11.29,1번째 방문,예약,"다들 너무 친절하시고, 아이랑 함께 방문해서 너무 좋은 시간 보냈습니다. 좋은 날에 맛있는 식사 감사합니다:-)",62,True,,,,"다들 너무 친절하시고, 아이랑 함께 방문해서 너무 좋은 시간 보냈습니다. 좋은 날에 맛있는 식사 감사합니다:-)",다들 너무 친절하시고 아이랑 함께 방문해서 너무 좋은 시간 보냈습니다 좋은 날에 맛있는 식사 감사합니다,0,0,0,0,0,0,0,62,"맛, 맛있, 간"
naver,능동미나리 성수지점,주디현스토리,696.0,2025.12.12,1번째 방문,예약,"차돌모둠곰탕 &gt;&gt; 육회비빔밥 금요일 저녁6시, 5분 대기후 입장 ✨곰탕국물에 미나리가 들어가니 깔끔하고 담백",66,True,,,,"차돌모둠곰탕 &gt;&gt; 육회비빔밥 금요일 저녁6시, 5분 대기후 입장 ✨곰탕국물에 미나리가 들어가니 깔끔하고 담백",차돌모둠곰탕 gt gt 육회비빔밥 금요일 저녁6시 5분 대기후 입장 EMO_POS 곰탕국물에 미나리가 들어가니 깔끔하고 담백,1,0,0,0,0,0,1,66,"밥, 국물"
kakao,장인닭갈비 홍대점,가을이야,95.0,2025-01-24,,,친구들과 저녁먹기위해 찾아간 닭갈비맛집!! 옛날식 큼직한 철판에 맛있게 야채랑 사리추가까지 해서 먹든데 고기맛도 부드럽고 양념도 너무 맛있는게 마무리로 봌음밥까지 완벽하게 즐긴 식사였네요,104,True,5.0,5.0,실버 레벨,친구들과 저녁먹기위해 찾아간 닭갈비맛집!! 옛날식 큼직한 철판에 맛있게 야채랑 사리추가까지 해서 먹든데 고기맛도 부드럽고 양념도 너무 맛있는게 마무리로 봌음밥까지 완벽하게 즐긴 식사였네요,친구들과 저녁먹기위해 찾아간 닭갈비맛집 EXCLAM 옛날식 큼직한 철판에 맛있게 야채랑 사리추가까지 해서 먹든데 고기맛도 부드럽고 양념도 너무 맛있는게 마무리로 봌음밥까지 완벽하게 즐긴 식사였네요,0,0,0,0,1,0,0,104,"맛, 맛있, 양, 간, 고기, 밥"
naver,을밀대 평양냉면,하쿠나마타타993,170.0,2025.09.25,1번째 방문,영수증,평양냉면 제대로 처음 먹어보는데 맛있네요 을밀대 기다려서 먹은 보람이 있어요,42,True,,,,평양냉면 제대로 처음 먹어보는데 맛있네요 을밀대 기다려서 먹은 보람이 있어요,평양냉면 제대로 처음 먹어보는데 맛있네요 을밀대 기다려서 먹은 보람이 있어요,0,0,0,0,0,0,0,42,"맛, 맛있, 양, 면, 냉면"
kakao,육산장 홍대본점,소또취,1.0,2025-10-11,,,죄다 일식집만 있고 든든하게 먹을곳 찾았는데 맛있어용 굿 돼지고기가 더 맛있음,43,True,5.0,5.0,브론즈 레벨,죄다 일식집만 있고 든든하게 먹을곳 찾았는데 맛있어용 굿 돼지고기가 더 맛있음,죄다 일식집만 있고 든든하게 먹을곳 찾았는데 맛있어용 굿 돼지고기가 더 맛있음,0,0,0,0,0,0,0,43,"맛, 맛있, 고기"
kakao,훼미리손칼국수보쌈,옙,2.0,2025-12-07,,,옛날엔 맛도 좋고 친절했는데 너무 불친절 해졌다. 왜이렇게 산만하고 먹고 있는데 수저통 채우시는데 그렇게 까지 팍팍 소리내며 채울 일인가?? 일하기 싫어하는 티를 너무 내신다. 그리고 왜 반말이세요??그리고 앉자마자 정식2인분 할거죠? 라고 거의 반강요를 하신다. 보쌈이 나오고 칼국수가 나오는데 나보다 늦게온 사람들 칼국수 먼저 주고 십분 정도 더 기다려서야 나의 칼국수가 도착했다. 김치도 더달라고 했는데 알겠다고 하고 안주시고..다신 안올듯!,250,True,2.0,3.5,브론즈 레벨,옛날엔 맛도 좋고 친절했는데 너무 불친절 해졌다. 왜이렇게 산만하고 먹고 있는데 수저통 채우시는데 그렇게 까지 팍팍 소리내며 채울 일인가?? 일하기 싫어하는 티를 너무 내신다. 그리고 왜 반말이세요??그리고 앉자마자 정식2인분 할거죠? 라고 거의 반강요를 하신다. 보쌈이 나오고 칼국수가 나오는데 나보다 늦게온 사람들 칼국수 먼저 주고 십분 정도 더 기다려서야 나의 칼국수가 도착했다. 김치도 더달라고 했는데 알겠다고 하고 안주시고..다신 안올듯!,옛날엔 맛도 좋고 친절했는데 너무 불친절 해졌다 왜이렇게 산만하고 먹고 있는데 수저통 채우시는데 그렇게 까지 팍팍 소리내며 채울 일인가 QUESTION 일하기 싫어하는 티를 너무 내신다 그리고 왜 반말이세요 QUESTION 그리고 앉자마자 정식2인분 할거죠 QUESTION 라고 거의 반강요를 하신다 보쌈이 나오고 칼국수가 나오는데 나보다 늦게온 사람들 칼국수 먼저 주고 십분 정도 더 기다려서야 나의 칼국수가 도착했다 김치도 더달라고 했는데 알겠다고 하고 안주시고 다신 안올듯 EXCLAM,0,0,0,0,1,1,1,250,"맛, 김치, 보쌈"
naver,옥동식,Yulmaeng,161.0,2025.12.17,2번째 방문,영수증,"3년 전에 방문했을 때 너무 맛있게 먹었던 기억이 있어, 이후에도 재방문을 시도했지만 웨이팅이 너무 길어 결국 다른 곳으로 가야만 했다. 그런데 흑백요리사에 출연하셨다는 소식을 듣고는, 더 이상 미룰 수 없겠다는 생각이 들어 4시부터 웨이팅을 걸어두고 한참을 기다린 끝에 드디어 먹을 수 있었다. 첫 입은 3년 전의 감동만큼은 아니었지만, 먹을수록 은은하게 퍼지는 고기 향과 국물의 맛이 끝까지 기분 좋게 이어졌다. 특히 처음 먹어본 김치만두에 오히려 놀랐다. 자칫하면 자극적일 수 있는 김치만두를 담백하면서도 김치 본연의 맛을 살렸다. 정말 만족스러운 식사였다~!",316,True,,,,"3년 전에 방문했을 때 너무 맛있게 먹었던 기억이 있어, 이후에도 재방문을 시도했지만 웨이팅이 너무 길어 결국 다른 곳으로 가야만 했다. 그런데 흑백요리사에 출연하셨다는 소식을 듣고는, 더 이상 미룰 수 없겠다는 생각이 들어 4시부터 웨이팅을 걸어두고 한참을 기다린 끝에 드디어 먹을 수 있었다. 첫 입은 3년 전의 감동만큼은 아니었지만, 먹을수록 은은하게 퍼지는 고기 향과 국물의 맛이 끝까지 기분 좋게 이어졌다. 특히 처음 먹어본 김치만두에 오히려 놀랐다. 자칫하면 자극적일 수 있는 김치만두를 담백하면서도 김치 본연의 맛을 살렸다. 정말 만족스러운 식사였다~!",3년 전에 방문했을 때 너무 맛있게 먹었던 기억이 있어 이후에도 재방문을 시도했지만 웨이팅이 너무 길어 결국 다른 곳으로 가야만 했다 그런데 흑백요리사에 출연하셨다는 소식을 듣고는 더 이상 미룰 수 없겠다는 생각이 들어 4시부터 웨이팅을 걸어두고 한참을 기다린 끝에 드디어 먹을 수 있었다 첫 입은 3년 전의 감동만큼은 아니었지만 먹을수록 은은하게 퍼지는 고기 향과 국물의 맛이 끝까지 기분 좋게 이어졌다 특히 처음 먹어본 김치만두에 오히려 놀랐다 자칫하면 자극적일 수 있는 김치만두를 담백하면서도 김치 본연의 맛을 살렸다 정말 만족스러운 식사였다 EXCLAM,0,0,0,0,1,0,1,316,"맛, 맛있, 요리, 고기, 면, 국물, 김치"
kakao,장인닭갈비 홍대점,행쇼,20.0,2026-03-24,,,가격대도 합리적이네여 양이 진짜 푸짐해요 신선한 닭에 치즈까지 올려먹으면 완전 행복 그자체! 점심 잘 먹었습니다,62,False,5.0,5.0,실버 레벨,가격대도 합리적이네여 양이 진짜 푸짐해요 신선한 닭에 치즈까지 올려먹으면 완전 행복 그자체! 점심 잘 먹었습니다,가격대도 합리적이네여 양이 진짜 푸짐해요 신선한 닭에 치즈까지 올려먹으면 완전 행복 그자체 EXCLAM 점심 잘 먹었습니다,0,0,0,0,1,0,0,62,"양, 면, 짜"
kakao,성수족발,봄날,72.0,2025-10-25,,,"맛없음.. 야채, 채소 진짜 조금 들어있음 막국수도 없음.. 이름값으로 비싸기만 함",46,False,1.0,2.9,실버 레벨,"맛없음.. 야채, 채소 진짜 조금 들어있음 막국수도 없음.. 이름값으로 비싸기만 함",맛없음 야채 채소 진짜 조금 들어있음 막국수도 없음 이름값으로 비싸기만 함,0,0,0,0,0,0,0,46,"맛, 맛없, 짜"
naver,장인닭갈비 홍대점,tatisl,78.0,2026.01.10,1번째 방문,영수증,자리가 추워요. 맛있어요. 대기후 입장했어요.,25,True,,,,자리가 추워요. 맛있어요. 대기후 입장했어요.,자리가 추워요 맛있어요 대기후 입장했어요,0,0,0,0,0,0,0,25,"맛, 맛있"
kakao,을밀대 본점,치치한 치치,6.0,2025-04-21,,,"일요일 오후에 웨이팅 30분 기다렸어요. 우래옥, 필동면옥, 남포면옥보다 더 심심해요. 냉면에 얼음이 있어 여름에 더 맛있을 것 같아요. 녹두전은 개인적으로 1.3 가격에는 못 미친다고 봅니다. 그냥 집에서 만든 것보다 조금 맛있는 정도… 8천원 정도면 딱 좋을텐데.. 물냉은 개인적으로 5번 이상 먹어봐야 맛이 느껴질 거 에요. 사실 저도 4번 째 먹고 나서 맛을 느껴서 ㅎ 그전까진 해장으로 먹은..",225,False,3.0,3.2,브론즈 레벨,"일요일 오후에 웨이팅 30분 기다렸어요. 우래옥, 필동면옥, 남포면옥보다 더 심심해요. 냉면에 얼음이 있어 여름에 더 맛있을 것 같아요. 녹두전은 개인적으로 1.3 가격에는 못 미친다고 봅니다. 그냥 집에서 만든 것보다 조금 맛있는 정도… 8천원 정도면 딱 좋을텐데.. 물냉은 개인적으로 5번 이상 먹어봐야 맛이 느껴질 거 에요. 사실 저도 4번 째 먹고 나서 맛을 느껴서 ㅎ 그전까진 해장으로 먹은..",일요일 오후에 웨이팅 30분 기다렸어요 우래옥 필동면옥 남포면옥보다 더 심심해요 냉면에 얼음이 있어 여름에 더 맛있을 것 같아요 녹두전은 개인적으로 1 3 가격에는 못 미친다고 봅니다 그냥 집에서 만든 것보다 조금 맛있는 정도 8천원 정도면 딱 좋을텐데 물냉은 개인적으로 5번 이상 먹어봐야 맛이 느껴질 거 에요 사실 저도 4번 째 먹고 나서 맛을 느껴서 그전까진 해장으로 먹은,0,0,0,0,0,0,1,225,"맛, 맛있, 면, 냉면"
naver,굴다리식당,wjddmlfhdns,11.0,2026.04.16,1번째 방문,영수증,"김치 반찬에서 머리카락 나왔음. 일하는 아주머니 손으로 접시, 행주, 돈, 반찬 다 만짐. 위생이 너무 불결해서 추천 못함. 양은 김치찌개, 계란말이, 제육볶음 다 푸짐함. 하지만 위생 때문에 다 남김.",113,False,,,,"김치 반찬에서 머리카락 나왔음. 일하는 아주머니 손으로 접시, 행주, 돈, 반찬 다 만짐. 위생이 너무 불결해서 추천 못함. 양은 김치찌개, 계란말이, 제육볶음 다 푸짐함. 하지만 위생 때문에 다 남김.",김치 반찬에서 머리카락 나왔음 일하는 아주머니 손으로 접시 행주 돈 반찬 다 만짐 위생이 너무 불결해서 추천 못함 양은 김치찌개 계란말이 제육볶음 다 푸짐함 하지만 위생 때문에 다 남김,0,0,0,0,0,0,0,113,"양, 반찬, 김치"
naver,락희옥 마포본점,채채68,10.0,2026.02.16,1번째 방문,영수증,"음식이 너무 맛있어요 직원분들도 친절하시고 너무 만족한 식사였습니다 모임,회식 추천드려요 !",51,False,,,,"음식이 너무 맛있어요 직원분들도 친절하시고 너무 만족한 식사였습니다 모임,회식 추천드려요 !",음식이 너무 맛있어요 직원분들도 친절하시고 너무 만족한 식사였습니다 모임 회식 추천드려요 EXCLAM,0,0,0,0,1,0,0,51,"맛, 맛있, 음식"
kakao,태양곱창 성수,별이되어라,147.0,2025-10-08,,,곱창 전골을 먹었습니다 죄송합니다만 다시는 안 올 거 같아요 성수동은 역시 삐까뻔쩍하면 월세가 비싸요 퀄리티가 좋을 수가 없다는 것을 다시 한 번 느낍니다 구석탱이 줄서있는 맛집을 가세요 다 이유가 있습니다 양은 많아요 전문가가 아니라서 그런지... 양은 많아서 별 2개입니다 돼지곱창이 원래 이렇다라고 한다면.... 주방에서 돼지잡내가 많이 나서 들깨넣어서 거의 들깨국으로 먹었어요,214,True,2.0,4.6,골드 레벨,곱창 전골을 먹었습니다 죄송합니다만 다시는 안 올 거 같아요 성수동은 역시 삐까뻔쩍하면 월세가 비싸요 퀄리티가 좋을 수가 없다는 것을 다시 한 번 느낍니다 구석탱이 줄서있는 맛집을 가세요 다 이유가 있습니다 양은 많아요 전문가가 아니라서 그런지... 양은 많아서 별 2개입니다 돼지곱창이 원래 이렇다라고 한다면.... 주방에서 돼지잡내가 많이 나서 들깨넣어서 거의 들깨국으로 먹었어요,곱창 전골을 먹었습니다 죄송합니다만 다시는 안 올 거 같아요 성수동은 역시 삐까뻔쩍하면 월세가 비싸요 퀄리티가 좋을 수가 없다는 것을 다시 한 번 느낍니다 구석탱이 줄서있는 맛집을 가세요 다 이유가 있습니다 양은 많아요 전문가가 아니라서 그런지 양은 많아서 별 2개입니다 돼지곱창이 원래 이렇다라고 한다면 주방에서 돼지잡내가 많이 나서 들깨넣어서 거의 들깨국으로 먹었어요,0,0,0,0,0,0,1,214,"맛, 양, 면, 잡내"
naver,쭌곱창,나를막을수없으셈,13.0,2026.03.22,1번째 방문,영수증,친구들이랑 급하게 곱창집 찾다가 방문하게 됐는데 직원분이랑 사장님이 너무 유머러스하고 분위기 넘 죠아요ㅠㅠㅠ 친구들이랑 맛나게 먹고갑니당 불향 장난 아니에유 💕💕💕,91,True,,,,친구들이랑 급하게 곱창집 찾다가 방문하게 됐는데 직원분이랑 사장님이 너무 유머러스하고 분위기 넘 죠아요ㅠㅠㅠ 친구들이랑 맛나게 먹고갑니당 불향 장난 아니에유 💕💕💕,친구들이랑 급하게 곱창집 찾다가 방문하게 됐는데 직원분이랑 사장님이 너무 유머러스하고 분위기 넘 죠아요 친구들이랑 맛나게 먹고갑니당 불향 장난 아니에유 EMO_POS EMO_POS EMO_POS,1,0,0,1,0,0,0,91,맛
kakao,육지,응애,8.0,2025-08-06,,,덧살 개존맛,6,True,5.0,4.4,실버 레벨,덧살 개존맛,덧살 개존맛,0,0,0,0,0,0,0,6,맛
naver,뼈탄집 성수역점,eun****,46.0,2026.01.28,1번째 방문,영수증,고기가 엄청 두껍고 신선해보여요! 점심시간에 방문했는데 거의 예약차있고 한자리 겨우 앉았습니다👍 반찬 깔끔하고 넘 좋아요,67,True,,,,고기가 엄청 두껍고 신선해보여요! 점심시간에 방문했는데 거의 예약차있고 한자리 겨우 앉았습니다👍 반찬 깔끔하고 넘 좋아요,고기가 엄청 두껍고 신선해보여요 EXCLAM 점심시간에 방문했는데 거의 예약차있고 한자리 겨우 앉았습니다 EMO_POS 반찬 깔끔하고 넘 좋아요,1,0,0,0,1,0,0,67,"간, 고기, 반찬"
kakao,소문난성수감자탕,+,20.0,2026-01-12,,,위생 최악에 맛도 그냥 그래요.. 직원들도 불친절하세요,30,False,1.0,2.8,실버 레벨,위생 최악에 맛도 그냥 그래요.. 직원들도 불친절하세요,위생 최악에 맛도 그냥 그래요 직원들도 불친절하세요,0,0,0,0,0,0,0,30,맛
naver,소문난성수감자탕,AK1093,65.0,2026.01.19,1번째 방문,영수증,"역시 성수동 맛집 ! 너무 맛있어요 ! 양도 든든하고, 국물도 과하게 짜지 않아서 계속 들어갑니다 🤤 추운 날에 제격인 ! 회사 주변이어서 너무 신나요 🫶 또 먹으러 가야지 🩷",98,True,,,,"역시 성수동 맛집 ! 너무 맛있어요 ! 양도 든든하고, 국물도 과하게 짜지 않아서 계속 들어갑니다 🤤 추운 날에 제격인 ! 회사 주변이어서 너무 신나요 🫶 또 먹으러 가야지 🩷",역시 성수동 맛집 EXCLAM 너무 맛있어요 EXCLAM 양도 든든하고 국물도 과하게 짜지 않아서 계속 들어갑니다 추운 날에 제격인 EXCLAM 회사 주변이어서 너무 신나요 또 먹으러 가야지,0,0,0,0,1,0,0,98,"맛, 맛있, 양, 국물, 짜"
naver,옥동식,en****,2759.0,2025.08.01,1번째 방문,영수증,일반 국밥과는 달리 국물이 깨끗해서 맛있게 먹었습니다,29,True,,,,일반 국밥과는 달리 국물이 깨끗해서 맛있게 먹었습니다,일반 국밥과는 달리 국물이 깨끗해서 맛있게 먹었습니다,0,0,0,0,0,0,0,29,"맛, 맛있, 밥, 국물"
kakao,소문난성수감자탕,머거보자가보자,419.0,2025-07-28,,,감자탕 말고 뚝배기로 먹어보았다 양은 많았음 유명한 감자탕집 맛은 고냥 감자탕맛 특별함은 없다! 그렇다고 맛없다는건 아님! 감자탕은 맛없기 힘든 메뉴니까요 아침 해장으로 먹기에 좋지요~ 그래서 줄설정도로 유명한 이유가 주변에 감자탕집이 없어서 유명한가? 라고 생각도 해보았다😅 그리고 외국인들이 정말 많았다!,172,False,3.0,4.1,골드 레벨,감자탕 말고 뚝배기로 먹어보았다 양은 많았음 유명한 감자탕집 맛은 고냥 감자탕맛 특별함은 없다! 그렇다고 맛없다는건 아님! 감자탕은 맛없기 힘든 메뉴니까요 아침 해장으로 먹기에 좋지요~ 그래서 줄설정도로 유명한 이유가 주변에 감자탕집이 없어서 유명한가? 라고 생각도 해보았다😅 그리고 외국인들이 정말 많았다!,감자탕 말고 뚝배기로 먹어보았다 양은 많았음 유명한 감자탕집 맛은 고냥 감자탕맛 특별함은 없다 EXCLAM 그렇다고 맛없다는건 아님 EXCLAM 감자탕은 맛없기 힘든 메뉴니까요 아침 해장으로 먹기에 좋지요 그래서 줄설정도로 유명한 이유가 주변에 감자탕집이 없어서 유명한가 QUESTION 라고 생각도 해보았다 그리고 외국인들이 정말 많았다 EXCLAM,0,0,0,0,1,1,0,172,"맛, 맛없, 메뉴, 양, 감자탕"
kakao,옥동식 서교점,🤓,281.0,2026-03-08,,,밍밍하고 뭔맛인지 잘 모르겠는데 웨이팅도 길고 굳이,28,False,3.0,3.6,골드 레벨,밍밍하고 뭔맛인지 잘 모르겠는데 웨이팅도 길고 굳이,밍밍하고 뭔맛인지 잘 모르겠는데 웨이팅도 길고 굳이,0,0,0,0,0,0,0,28,맛
naver,태양곱창 성수점,hayonk,24.0,2026.01.28,1번째 방문,영수증,곱창전골 너무 맛있고 직원분들이 너무 친절하세요!!,28,True,,,,곱창전골 너무 맛있고 직원분들이 너무 친절하세요!!,곱창전골 너무 맛있고 직원분들이 너무 친절하세요 EXCLAM,0,0,0,0,1,0,0,28,"맛, 맛있"
kakao,뼈탄집 성수역점,진찬호,1.0,2025-12-17,,,추운 날씨에 조금 웨이팅하고 들어왔는데 매장도 넓고 고기 맛이 너무 기대됩니다 ㅎㅎㄹ 웨이팅 맛집으로 유명한 뼈탄집 방문인증 완료^^,74,True,4.0,4.0,브론즈 레벨,추운 날씨에 조금 웨이팅하고 들어왔는데 매장도 넓고 고기 맛이 너무 기대됩니다 ㅎㅎㄹ 웨이팅 맛집으로 유명한 뼈탄집 방문인증 완료^^,추운 날씨에 조금 웨이팅하고 들어왔는데 매장도 넓고 고기 맛이 너무 기대됩니다 웨이팅 맛집으로 유명한 뼈탄집 방문인증 완료,0,0,0,0,0,0,0,74,"맛, 고기"
naver,금금 성수점,ptp****,44.0,2026.02.27,1번째 방문,영수증,동네 맛집이예요 ㅎㅎ맛있어서 종종 와요 ㅎㅎ히히 운좋을땐 바로 앉지만 미리 예약하시는거 추천드려요 ㅎㅎ,57,True,,,,동네 맛집이예요 ㅎㅎ맛있어서 종종 와요 ㅎㅎ히히 운좋을땐 바로 앉지만 미리 예약하시는거 추천드려요 ㅎㅎ,동네 맛집이예요 맛있어서 종종 와요 히히 운좋을땐 바로 앉지만 미리 예약하시는거 추천드려요,0,0,0,0,0,0,0,57,"맛, 맛있"
naver,옥동식,오늘도 배고프다,298.0,2025.12.29,1번째 방문,영수증,오후 3시에 현장 웨이팅 해서 오후 5시 30분 쯤에 입장했어요 돼지 곰탕은 간은 약하지만 국물 자체가 진해서 평양냉면 처럼 계속 손이 가는 맛이에요 고추지랑 고기도 너무 잘 어울려요 :) 근데 김치만두는 그저 그래서 돼지 곰탕만 드셔보시길 추천드려요!! 돼지 곰탕을 극한으로 끌어올린 맛이라 한 번 쯤 꼭 가보세요 ^&amp;^,184,True,,,,오후 3시에 현장 웨이팅 해서 오후 5시 30분 쯤에 입장했어요 돼지 곰탕은 간은 약하지만 국물 자체가 진해서 평양냉면 처럼 계속 손이 가는 맛이에요 고추지랑 고기도 너무 잘 어울려요 :) 근데 김치만두는 그저 그래서 돼지 곰탕만 드셔보시길 추천드려요!! 돼지 곰탕을 극한으로 끌어올린 맛이라 한 번 쯤 꼭 가보세요 ^&amp;^,오후 3시에 현장 웨이팅 해서 오후 5시 30분 쯤에 입장했어요 돼지 곰탕은 간은 약하지만 국물 자체가 진해서 평양냉면 처럼 계속 손이 가는 맛이에요 고추지랑 고기도 너무 잘 어울려요 근데 김치만두는 그저 그래서 돼지 곰탕만 드셔보시길 추천드려요 EXCLAM 돼지 곰탕을 극한으로 끌어올린 맛이라 한 번 쯤 꼭 가보세요 amp,0,0,0,0,1,0,1,184,"맛, 양, 간, 고기, 면, 국물, 김치, 냉면"
naver,능동미나리 성수지점,요미요미냠냠냠,76.0,2026.02.01,1번째 방문,영수증,능동미나리 먹으러 성수동 가요 넘넘 맛있고 음식도 빨리 나와서 좋아요,38,False,,,,능동미나리 먹으러 성수동 가요 넘넘 맛있고 음식도 빨리 나와서 좋아요,능동미나리 먹으러 성수동 가요 넘넘 맛있고 음식도 빨리 나와서 좋아요,0,0,0,0,0,0,0,38,"맛, 맛있, 음식"
kakao,태양곱창 성수,락스타맛제보,1439.0,2025-02-09,,,태양곱창 걸러야할듯 리뷰알바의 소굴,19,True,1.0,3.3,블루 레벨,태양곱창 걸러야할듯 리뷰알바의 소굴,태양곱창 걸러야할듯 리뷰알바의 소굴,0,0,0,0,0,0,0,19,양
