candidate_term,candidate_type,ngram_size,positive_hint,review_count,avg_rating,avg_category_total_score,example_review
내놓다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
삶다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
받다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
관계,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
내다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
해석,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
매다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
머리카락,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
대부분,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
후기,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
자연스레,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
모든,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
집다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
가나,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
없이,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
찾다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
시간,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
출현,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
밑바닥,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
깔리다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
과정,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
군말,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
세월,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
만들기,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
지나다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
태도,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
이벤트,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
대하,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
단순하다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
맛등,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
중간,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
작아지다,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
접시,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
숙육,token,1,False,1,5.0,1.5,"지나다니면서 보니 웨이팅까지 하면서?... 오늘 처음 오픈런을 해봤.... 칼국수용 김치와 숙육용 김치가 다른데 둘다 좋았다. 오랜시간동안 자연스레 쌓아온 김치내공~ 요즘 또 배추가 제일 맛있을때라 그런지 적지도 과히지도 않은 맵기에 짠기가 생배추와 맞물려 조합이 좋았다. 생배추를 내놓는 집은 무.김치에 자신이 있다는 뜻으로도 해석할 수 있겠다.... 외국인들도 찾는곳이라 그런걸 수 있겠지만 식사중 밑바닥에 깔린 머리카락의 출현에 사장님이 군말없이 수육을 새 음식으로 내어주시면서 ""죄송합니다 ""라고 하시는데~ 웨이팅도 길고 또 그안"
부들부들,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
본점,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
달다,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
규모,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
흘리다,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
문래,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
항정살,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
에어컨,token,1,False,1,4.0,-3.0,항정살 보쌈이 부들부들 맛있었습니다. 김치도 달지도 않고 보쌈과의 조합도 잘 맞네요 문래점에서 먹고 실망했는데 본점은 다르네요 다만 규모에 비해 에어컨이 부족하여 땀흘리며 먹었네요... ㅠㅠ
만두,token,1,False,1,4.0,0.0,웨이팅 2시간 했습니다 신기한 맛이에요 국물맛이 가벼운데 짠 맛이 좀 강해요 김치만두는 굳이 안 먹어도 될 것 같아요 평범한 느낌
가볍다,token,1,False,1,4.0,0.0,웨이팅 2시간 했습니다 신기한 맛이에요 국물맛이 가벼운데 짠 맛이 좀 강해요 김치만두는 굳이 안 먹어도 될 것 같아요 평범한 느낌
강하다,token,1,False,1,4.0,0.0,웨이팅 2시간 했습니다 신기한 맛이에요 국물맛이 가벼운데 짠 맛이 좀 강해요 김치만두는 굳이 안 먹어도 될 것 같아요 평범한 느낌
기다림,token,1,False,1,4.0,0.0,30분 이내 대기면 드세요. 그 이상은 좀 미묘한데 대기가 많네요. 전 110분 기다림
이상은,token,1,False,1,4.0,0.0,30분 이내 대기면 드세요. 그 이상은 좀 미묘한데 대기가 많네요. 전 110분 기다림
미묘하다,token,1,False,1,4.0,0.0,30분 이내 대기면 드세요. 그 이상은 좀 미묘한데 대기가 많네요. 전 110분 기다림
이내,token,1,False,1,4.0,0.0,30분 이내 대기면 드세요. 그 이상은 좀 미묘한데 대기가 많네요. 전 110분 기다림
진미,token,1,False,1,4.0,0.0,그냥 준수하게 잘 만든 평양냉면이다. 다만 굳이 간다면 을밀대를 갈 거 같다. 아니면 진미나.
간다,token,1,False,1,4.0,0.0,그냥 준수하게 잘 만든 평양냉면이다. 다만 굳이 간다면 을밀대를 갈 거 같다. 아니면 진미나.
